Profile Data:
Time                    	P                      	T    	Hu                 	Ws   	Wd          	Geopot	Dewp.	Virt. Temp 	Rs   	D
[sec]                   	[hPa]                  	[?C] 	[%]                	[m/s]	[?]         	[m]   	[?C] 	[?C]       	[m/s]	[kg/m3]
5208                    	28.5                   	-52.0	2                  	12.7 	268         	25021 	-78.0	-52.0      	6.0  	0.044853
5210                    	28.4                   	-52.0	2                  	12.8 	269         	25033 	-78.0	-52.0      	6.0  	0.044765
5212                    	28.4                   	-52.0	2                  	12.5 	270         	25045 	-77.9	-52.0      	6.0  	0.044678
5214                    	28.3                   	-52.0	2                  	12.3 	271         	25057 	-77.9	-52.0      	6.0  	0.044591
5216                    	28.3                   	-51.9	2                  	12.1 	271         	25069 	-77.9	-51.9      	6.0  	0.044504
5218                    	28.2                   	-51.9	2                  	11.9 	272         	25081 	-77.9	-51.9      	6.0  	0.044420
5220                    	28.1                   	-51.9	2                  	11.7 	273         	25093 	-77.8	-51.9      	6.0  	0.044337
5222                    	28.1                   	-51.9	2                  	11.4 	273         	25105 	-77.8	-51.9      	6.0  	0.044254
5224                    	28.0                   	-51.9	2                  	11.2 	274         	25117 	-77.8	-51.9      	6.0  	0.044170
5226                    	28.0                   	-51.9	2                  	11.0 	275         	25128 	-77.8	-51.9      	6.0  	0.044087
5228                    	27.9                   	-51.9	2                  	10.8 	276         	25140 	-77.8	-51.9      	6.0  	0.044005
5230                    	27.9                   	-51.9	2                  	10.6 	277         	25152 	-77.8	-51.9      	6.0  	0.043923
5232                    	27.8                   	-51.9	2                  	10.4 	278         	25164 	-77.8	-51.9      	6.0  	0.043843
5234                    	27.8                   	-51.9	2                  	10.3 	279         	25176 	-77.8	-51.9      	6.0  	0.043763
5236                    	27.7                   	-51.9	2                  	10.2 	280         	25188 	-77.8	-51.9      	6.0  	0.043683
5238                    	27.7                   	-51.9	2                  	10.1 	281         	25200 	-77.8	-51.9      	6.0  	0.043603
5240                    	27.6                   	-51.9	2                  	9.9  	282         	25212 	-77.8	-51.9      	6.0  	0.043523
5242                    	27.6                   	-51.9	2                  	9.8  	283         	25224 	-77.8	-51.9      	6.0  	0.043444
5244                    	27.5                   	-51.9	2                  	9.7  	284         	25236 	-77.8	-51.9      	6.0  	0.043363
5246                    	27.5                   	-51.9	2                  	9.6  	285         	25248 	-77.8	-51.9      	6.0  	0.043284
5248                    	27.4                   	-51.9	2                  	9.5  	287         	25259 	-77.8	-51.9      	5.9  	0.043206
5250                    	27.4                   	-51.9	2                  	9.4  	288         	25271 	-77.8	-51.9      	5.9  	0.043127
5252                    	27.3                   	-51.9	3                  	9.3  	288         	25283 	-77.8	-51.9      	5.9  	0.043049
5254                    	27.3                   	-51.9	3                  	9.2  	289         	25294 	-77.8	-51.9      	5.9  	0.042970
5256                    	27.2                   	-51.9	3                  	9.1  	289         	25306 	-77.8	-51.9      	5.9  	0.042892
5258                    	27.2                   	-51.9	3                  	9.0  	289         	25318 	-77.7	-51.9      	5.9  	0.042812
5260                    	27.1                   	-51.9	3                  	8.9  	289         	25329 	-77.7	-51.9      	5.9  	0.042732
5262                    	27.1                   	-51.8	3                  	8.8  	290         	25341 	-77.7	-51.8      	5.9  	0.042653
5264                    	27.0                   	-51.8	3                  	8.7  	290         	25353 	-77.7	-51.8      	5.9  	0.042573
5266                    	27.0                   	-51.8	3                  	8.6  	291         	25364 	-77.6	-51.8      	5.9  	0.042494
5268                    	26.9                   	-51.8	3                  	8.6  	291         	25376 	-77.6	-51.8      	5.9  	0.042415
5270                    	26.9                   	-51.8	3                  	8.5  	291         	25388 	-77.6	-51.8      	5.9  	0.042336
5272                    	26.8                   	-51.8	3                  	8.4  	291         	25399 	-77.6	-51.8      	5.9  	0.042257
5274                    	26.8                   	-51.8	3                  	8.3  	290         	25411 	-77.6	-51.8      	5.9  	0.042179
5276                    	26.8                   	-51.8	3                  	8.3  	290         	25423 	-77.5	-51.7      	5.9  	0.042103
5278                    	26.7                   	-51.7	3                  	8.2  	289         	25434 	-77.5	-51.7      	5.7  	0.042026
5280                    	26.7                   	-51.7	3                  	8.2  	288         	25445 	-77.5	-51.7      	5.7  	0.041950
5282                    	26.6                   	-51.7	3                  	8.1  	288         	25457 	-77.5	-51.7      	5.7  	0.041875
5284                    	26.6                   	-51.7	3                  	8.1  	287         	25468 	-77.5	-51.7      	5.7  	0.041798
5286                    	26.5                   	-51.7	3                  	8.0  	287         	25479 	-77.5	-51.7      	5.7  	0.041721
5288                    	26.5                   	-51.7	3                  	8.0  	286         	25491 	-77.4	-51.7      	5.7  	0.041644
5290                    	26.4                   	-51.6	3                  	7.9  	285         	25502 	-77.4	-51.6      	5.7  	0.041567
5292                    	26.4                   	-51.6	3                  	8.2  	284         	25513 	-77.4	-51.6      	5.7  	0.041490
5294                    	26.3                   	-51.6	3                  	8.5  	283         	25525 	-77.4	-51.6      	5.7  	0.041414
5296                    	26.3                   	-51.6	3                  	8.8  	282         	25536 	-77.4	-51.6      	5.7  	0.041337
5298                    	26.2                   	-51.5	3                  	9.1  	281         	25547 	-77.4	-51.5      	5.7  	0.041260
5300                    	26.2                   	-51.5	3                  	9.5  	281         	25559 	-77.4	-51.5      	5.7  	0.041183
5302                    	26.2                   	-51.5	3                  	9.8  	280         	25570 	-77.4	-51.5      	5.7  	0.041106
5304                    	26.1                   	-51.5	3                  	10.1 	279         	25581 	-77.3	-51.5      	5.7  	0.041029
5306                    	26.1                   	-51.4	3                  	10.4 	278         	25593 	-77.3	-51.4      	5.7  	0.040952
5308                    	26.0                   	-51.4	3                  	10.7 	278         	25604 	-77.3	-51.4      	5.7  	0.040875
5310                    	26.0                   	-51.4	3                  	11.1 	277         	25615 	-77.3	-51.4      	5.7  	0.040798
5312                    	25.9                   	-51.3	3                  	11.0 	276         	25626 	-77.3	-51.3      	5.7  	0.040721
5314                    	25.9                   	-51.3	3                  	11.0 	275         	25638 	-77.3	-51.3      	5.7  	0.040644
5316                    	25.8                   	-51.3	3                  	10.9 	274         	25649 	-77.3	-51.3      	5.7  	0.040568
5318                    	25.8                   	-51.2	3                  	10.9 	273         	25660 	-77.2	-51.2      	5.7  	0.040491
5320                    	25.7                   	-51.2	3                  	10.9 	272         	25672 	-77.2	-51.2      	5.7  	0.040414
5322                    	25.7                   	-51.2	3                  	10.9 	271         	25683 	-77.2	-51.2      	5.7  	0.040338
5324                    	25.7                   	-51.1	3                  	10.8 	269         	25694 	-77.2	-51.1      	5.7  	0.040261
5326                    	25.6                   	-51.1	3                  	10.8 	268         	25706 	-77.1	-51.1      	5.7  	0.040184
5328                    	25.6                   	-51.1	3                  	10.8 	267         	25717 	-77.1	-51.1      	5.7  	0.040107
5330                    	25.5                   	-51.0	3                  	10.8 	266         	25728 	-77.1	-51.0      	5.7  	0.040031
5332                    	25.5                   	-51.0	3                  	10.7 	266         	25740 	-77.1	-51.0      	5.7  	0.039954
5334                    	25.4                   	-50.9	3                  	10.6 	265         	25751 	-77.0	-50.9      	5.7  	0.039878
5336                    	25.4                   	-50.9	3                  	10.5 	264         	25762 	-77.0	-50.9      	5.7  	0.039802
5338                    	25.3                   	-50.9	3                  	10.4 	264         	25774 	-77.0	-50.9      	5.7  	0.039726
5340                    	25.3                   	-50.8	2                  	10.3 	263         	25785 	-77.0	-50.8      	5.7  	0.039651
5342                    	25.3                   	-50.8	2                  	10.2 	263         	25796 	-77.0	-50.8      	5.7  	0.039576
5344                    	25.2                   	-50.8	2                  	10.1 	262         	25807 	-76.9	-50.8      	5.7  	0.039501
5346                    	25.2                   	-50.7	2                  	10.0 	261         	25819 	-76.9	-50.7      	5.7  	0.039426
5348                    	25.1                   	-50.7	2                  	9.9  	261         	25830 	-76.9	-50.7      	5.7  	0.039352
5350                    	25.1                   	-50.7	2                  	9.8  	260         	25841 	-76.8	-50.7      	5.7  	0.039278
5352                    	25.0                   	-50.6	2                  	9.9  	261         	25852 	-76.8	-50.6      	5.7  	0.039205
