Flight Information:     	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Launch Date:            	     	                       	Thursday, June 6, 2019	     	                      	           	Launch Time:    	       	             	2:25:32 AM	       	     	End of Ascent:	     	         	12:26:30 AM	       	        
Station name:           	     	                       	                      	     	                      	           	Number of sonde:	       	             	17045635  	       	     	              	     	         	           	       	        
Ground values:          	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Pressure:               	     	                       	899.0 hPa             	     	                      	           	Temperature:    	       	             	22.7 ?C   	       	     	Humidity:     	     	         	33 %       	       	        
Wind Direction:         	     	                       	206 ?                 	     	                      	           	Wind Speed:     	       	             	0 m/s     	       	     	Cloud group:  	     	         	9////      	       	        
Position:               	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Longitude:              	     	                       	-113.985 ?            	     	                      	           	Latitude:       	       	             	46.860 ?  	       	     	Altitude:     	     	         	990 m      	       	        
Staff:                  	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Company:                	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Operator:               	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Events:                 	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Highest Point:          	     	                       	321.9 hPa             	     	                      	           	9157 m          	       	             	          	       	     	              	     	         	           	       	        
Tropopauses:            	     	                       	1.: 186.1 hPa         	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Max Winds:              	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Remarks:                	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
                        	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Profile Data:           	     	                       	                      	     	                      	           	                	       	             	          	       	     	              	     	         	           	       	        
Time                    	P    	T                      	Hu                    	Ws   	Wd                    	Long.      	Lat.            	Alt    	Geopot       	MRI       	RI     	Dewp.	Virt. Temp    	Rs   	Elevation	Azimuth    	Range  	D       
[sec]                   	[hPa]	[?C]                   	[%]                   	[m/s]	[?]                   	[?]        	[?]             	[m]    	[m]          	          	       	[?C] 	[?C]          	[m/s]	[?]      	[?]        	[m]    	[kg/m3] 
0                       	899.0	22.7                   	33                    	0.4  	206                   	-113.985170	46.859600       	990    	990          	392.640   	237.210	5.6  	23.8          	0.0  	46.9     	000        	1      	1.058781
1                       	898.4	22.9                   	32                    	0.5  	219                   	-113.985140	46.859616       	996    	996          	393.163   	236.870	5.5  	24.0          	5.5  	62.0     	046        	7      	1.057396
2                       	897.9	23.1                   	32                    	0.6  	231                   	-113.985111	46.859632       	1001   	1001         	393.687   	236.530	5.4  	24.2          	5.5  	62.2     	049        	13     	1.056013
3                       	897.3	23.3                   	31                    	0.6  	241                   	-113.985081	46.859648       	1007   	1007         	394.228   	236.191	5.2  	24.4          	5.5  	62.4     	050        	19     	1.054633
4                       	896.7	23.5                   	30                    	0.7  	250                   	-113.985052	46.859665       	1012   	1012         	394.753   	235.853	5.1  	24.6          	5.5  	62.4     	050        	25     	1.053254
5                       	896.1	23.7                   	30                    	0.8  	256                   	-113.985022	46.859681       	1018   	1018         	395.279   	235.516	4.9  	24.8          	5.5  	62.4     	050        	32     	1.051878
6                       	895.6	23.9                   	29                    	0.9  	261                   	-113.984992	46.859697       	1023   	1023         	395.837   	235.179	4.7  	25.0          	5.7  	62.5     	051        	38     	1.050505
7                       	895.0	24.0                   	28                    	1.0  	265                   	-113.984963	46.859713       	1029   	1029         	396.471   	234.871	4.5  	25.1          	6.1  	62.8     	051        	45     	1.049256
8                       	894.3	24.0                   	28                    	1.0  	269                   	-113.984933	46.859729       	1035   	1035         	397.299   	234.742	4.4  	25.0          	6.1  	63.0     	051        	51     	1.048699
9                       	893.7	23.9                   	28                    	1.1  	272                   	-113.984903	46.859704       	1042   	1041         	398.128   	234.612	4.3  	25.0          	6.1  	65.6     	060        	57     	1.048142
10                      	893.1	23.9                   	28                    	1.2  	274                   	-113.984874	46.859679       	1048   	1048         	398.956   	234.483	4.2  	24.9          	6.1  	67.2     	068        	63     	1.047585
11                      	892.5	23.8                   	28                    	1.3  	276                   	-113.984844	46.859654       	1054   	1054         	399.769   	234.354	4.1  	24.9          	6.1  	68.1     	076        	69     	1.047029
12                      	891.8	23.8                   	27                    	1.4  	277                   	-113.984814	46.859629       	1060   	1060         	400.598   	234.225	4.0  	24.8          	6.1  	68.7     	082        	75     	1.046473
13                      	891.2	23.7                   	27                    	1.4  	279                   	-113.984784	46.859604       	1066   	1066         	401.426   	234.096	3.9  	24.8          	6.1  	68.9     	088        	82     	1.045917
14                      	890.6	23.7                   	27                    	1.5  	280                   	-113.984755	46.859579       	1072   	1072         	402.255   	233.967	3.7  	24.7          	6.1  	68.9     	093        	88     	1.045361
15                      	890.0	23.6                   	27                    	1.6  	281                   	-113.984725	46.859554       	1078   	1078         	403.068   	233.838	3.6  	24.6          	6.1  	68.8     	098        	95     	1.044806
16                      	889.4	23.6                   	27                    	1.7  	282                   	-113.984695	46.859530       	1084   	1084         	403.897   	233.709	3.5  	24.6          	6.1  	68.6     	102        	101    	1.044250
17                      	888.7	23.6                   	27                    	1.8  	283                   	-113.984665	46.859505       	1090   	1090         	404.725   	233.580	3.4  	24.5          	6.1  	68.4     	105        	108    	1.043696
18                      	888.1	23.5                   	27                    	1.8  	284                   	-113.984636	46.859480       	1096   	1096         	405.554   	233.451	3.3  	24.5          	6.1  	68.1     	108        	115    	1.043141
19                      	887.5	23.5                   	27                    	1.9  	285                   	-113.984606	46.859455       	1102   	1102         	406.367   	233.322	3.2  	24.4          	6.1  	67.9     	110        	122    	1.042586
20                      	886.9	23.4                   	26                    	2.0  	285                   	-113.984576	46.859430       	1108   	1108         	407.196   	233.193	3.1  	24.4          	6.1  	67.6     	112        	128    	1.042030
21                      	886.3	23.4                   	26                    	2.1  	286                   	-113.984547	46.859405       	1114   	1114         	408.014   	233.053	3.0  	24.3          	6.1  	67.3     	114        	135    	1.041427
22                      	885.6	23.3                   	26                    	2.2  	286                   	-113.984517	46.859380       	1121   	1120         	408.834   	232.915	2.9  	24.3          	6.1  	67.1     	116        	142    	1.040825
23                      	885.0	23.3                   	26                    	2.2  	287                   	-113.984487	46.859355       	1127   	1127         	409.640   	232.779	2.8  	24.2          	6.1  	66.8     	117        	149    	1.040223
24                      	884.4	23.3                   	26                    	2.3  	287                   	-113.984457	46.859330       	1133   	1133         	410.461   	232.643	2.8  	24.2          	6.1  	66.6     	119        	156    	1.039621
25                      	883.8	23.2                   	26                    	2.4  	288                   	-113.984428	46.859305       	1139   	1139         	411.282   	232.506	2.7  	24.2          	6.1  	66.4     	120        	163    	1.039019
26                      	883.2	23.2                   	26                    	2.5  	288                   	-113.984398	46.859280       	1145   	1145         	412.104   	232.370	2.6  	24.1          	6.1  	66.2     	121        	170    	1.038417
27                      	882.6	23.2                   	26                    	2.6  	288                   	-113.984368	46.859255       	1151   	1151         	412.910   	232.234	2.6  	24.1          	6.1  	65.9     	122        	177    	1.037816
28                      	882.0	23.1                   	26                    	2.6  	289                   	-113.984338	46.859231       	1157   	1157         	413.731   	232.098	2.5  	24.1          	6.1  	65.7     	123        	183    	1.037215
29                      	881.3	23.1                   	26                    	2.7  	289                   	-113.984309	46.859206       	1163   	1163         	414.553   	231.962	2.5  	24.0          	6.1  	65.6     	123        	190    	1.036614
30                      	880.7	23.1                   	26                    	2.8  	289                   	-113.984279	46.859181       	1169   	1169         	415.375   	231.826	2.4  	24.0          	6.1  	65.4     	124        	197    	1.036014
31                      	880.1	23.0                   	26                    	2.8  	290                   	-113.984249	46.859156       	1175   	1175         	416.181   	231.690	2.3  	23.9          	6.1  	65.2     	125        	204    	1.035413
32                      	879.5	23.0                   	26                    	2.9  	292                   	-113.984219	46.859131       	1181   	1181         	417.002   	231.554	2.3  	23.9          	6.1  	65.1     	126        	211    	1.034813
33                      	878.9	22.9                   	26                    	2.9  	293                   	-113.984190	46.859106       	1187   	1187         	417.825   	231.419	2.2  	23.9          	6.1  	64.9     	126        	218    	1.034217
34                      	878.3	22.9                   	25                    	2.9  	294                   	-113.984160	46.859081       	1193   	1193         	418.660   	231.297	2.1  	23.8          	6.1  	64.8     	127        	225    	1.033677
35                      	877.6	22.8                   	25                    	3.0  	295                   	-113.984130	46.859056       	1199   	1199         	419.480   	231.174	2.1  	23.7          	6.1  	64.6     	127        	232    	1.033137
36                      	877.0	22.8                   	25                    	3.0  	296                   	-113.984100	46.859031       	1206   	1205         	420.318   	231.054	2.0  	23.7          	6.1  	64.5     	128        	239    	1.032597
37                      	876.4	22.7                   	25                    	3.0  	298                   	-113.984071	46.859006       	1212   	1212         	421.156   	230.935	2.0  	23.6          	6.1  	64.4     	128        	246    	1.032057
38                      	875.8	22.7                   	25                    	3.0  	299                   	-113.984041	46.858981       	1218   	1218         	421.994   	230.815	1.9  	23.6          	6.1  	64.3     	128        	253    	1.031518
39                      	875.2	22.6                   	25                    	3.1  	300                   	-113.984011	46.858957       	1224   	1224         	422.817   	230.696	1.9  	23.5          	6.1  	64.1     	129        	260    	1.030979
40                      	874.6	22.6                   	25                    	3.1  	301                   	-113.983981	46.858932       	1230   	1230         	423.655   	230.577	1.8  	23.5          	6.1  	64.0     	129        	267    	1.030440
41                      	874.0	22.5                   	25                    	3.1  	302                   	-113.983952	46.858907       	1236   	1236         	424.494   	230.457	1.8  	23.4          	6.1  	63.9     	130        	274    	1.029901
42                      	873.4	22.5                   	25                    	3.2  	303                   	-113.983922	46.858882       	1242   	1242         	425.332   	230.338	1.8  	23.4          	6.1  	63.8     	130        	281    	1.029363
43                      	872.8	22.4                   	25                    	3.2  	304                   	-113.983892	46.858857       	1248   	1248         	426.155   	230.219	1.7  	23.3          	6.1  	63.7     	130        	288    	1.028824
44                      	872.1	22.4                   	25                    	3.2  	305                   	-113.983862	46.858832       	1254   	1254         	426.993   	230.100	1.7  	23.3          	6.1  	63.6     	130        	295    	1.028285
45                      	871.5	22.3                   	25                    	3.3  	306                   	-113.983833	46.858807       	1260   	1260         	427.832   	229.980	1.6  	23.2          	6.1  	63.6     	131        	302    	1.027747
46                      	870.9	22.3                   	25                    	3.3  	307                   	-113.983803	46.858782       	1266   	1266         	428.670   	229.861	1.6  	23.1          	6.1  	63.5     	131        	309    	1.027209
47                      	870.3	22.2                   	25                    	3.3  	308                   	-113.983773	46.858757       	1272   	1272         	429.493   	229.742	1.6  	23.1          	6.1  	63.4     	131        	316    	1.026672
48                      	869.7	22.2                   	26                    	3.3  	309                   	-113.983743	46.858732       	1278   	1278         	430.340   	229.631	1.5  	23.0          	6.1  	63.3     	131        	323    	1.026171
49                      	869.1	22.1                   	26                    	3.4  	310                   	-113.983714	46.858707       	1285   	1284         	431.187   	229.521	1.5  	23.0          	6.1  	63.2     	132        	330    	1.025669
50                      	868.5	22.0                   	26                    	3.4  	311                   	-113.983684	46.858682       	1291   	1291         	432.035   	229.411	1.4  	22.9          	6.1  	63.2     	132        	337    	1.025168
51                      	867.9	22.0                   	26                    	3.4  	312                   	-113.983654	46.858658       	1297   	1297         	432.867   	229.301	1.4  	22.8          	6.1  	63.1     	132        	344    	1.024667
52                      	867.3	21.9                   	26                    	3.5  	313                   	-113.983625	46.858633       	1303   	1303         	433.715   	229.191	1.4  	22.8          	6.1  	63.0     	132        	351    	1.024166
53                      	866.7	21.8                   	26                    	3.5  	313                   	-113.983595	46.858608       	1309   	1309         	434.563   	229.081	1.3  	22.7          	6.1  	63.0     	132        	358    	1.023666
54                      	866.1	21.8                   	26                    	3.5  	314                   	-113.983565	46.858583       	1315   	1315         	435.411   	228.971	1.3  	22.6          	6.1  	62.9     	133        	365    	1.023165
55                      	865.4	21.7                   	26                    	3.5  	315                   	-113.983535	46.858558       	1321   	1321         	436.243   	228.861	1.2  	22.6          	6.1  	62.8     	133        	372    	1.022665
56                      	864.8	21.7                   	26                    	3.6  	316                   	-113.983506	46.858533       	1327   	1327         	437.090   	228.751	1.2  	22.5          	6.1  	62.8     	133        	379    	1.022164
57                      	864.2	21.6                   	26                    	3.6  	317                   	-113.983476	46.858508       	1333   	1333         	437.938   	228.642	1.2  	22.4          	6.1  	62.7     	133        	386    	1.021664
58                      	863.6	21.5                   	26                    	3.6  	317                   	-113.983446	46.858483       	1339   	1339         	438.786   	228.532	1.1  	22.4          	6.1  	62.7     	133        	393    	1.021164
59                      	863.0	21.5                   	26                    	3.6  	318                   	-113.983416	46.858458       	1345   	1345         	439.619   	228.422	1.1  	22.3          	6.1  	62.6     	133        	400    	1.020664
60                      	862.4	21.4                   	26                    	3.7  	319                   	-113.983387	46.858433       	1351   	1351         	440.467   	228.313	1.0  	22.3          	6.1  	62.6     	134        	408    	1.020165
61                      	861.8	21.3                   	26                    	3.7  	319                   	-113.983357	46.858408       	1357   	1357         	441.315   	228.203	1.0  	22.2          	6.1  	62.5     	134        	415    	1.019665
62                      	861.2	21.3                   	26                    	3.7  	320                   	-113.983327	46.858383       	1364   	1363         	442.163   	228.094	1.0  	22.1          	6.1  	62.5     	134        	422    	1.019167
63                      	860.6	21.2                   	26                    	3.7  	320                   	-113.983297	46.858359       	1370   	1369         	442.998   	227.986	0.9  	22.1          	6.1  	62.4     	134        	429    	1.018672
64                      	860.0	21.2                   	26                    	3.8  	320                   	-113.983268	46.858334       	1376   	1376         	443.849   	227.879	0.9  	22.0          	6.1  	62.4     	134        	436    	1.018176
65                      	859.4	21.1                   	26                    	3.8  	321                   	-113.983238	46.858309       	1382   	1382         	444.699   	227.773	0.9  	21.9          	6.1  	62.3     	134        	443    	1.017681
66                      	858.8	21.0                   	26                    	3.8  	321                   	-113.983208	46.858284       	1388   	1388         	445.550   	227.666	0.9  	21.9          	6.1  	62.3     	134        	450    	1.017187
67                      	858.2	21.0                   	26                    	3.8  	321                   	-113.983178	46.858259       	1394   	1394         	446.386   	227.559	0.9  	21.8          	6.1  	62.3     	134        	457    	1.016691
68                      	857.6	20.9                   	26                    	3.8  	322                   	-113.983149	46.858234       	1400   	1400         	447.236   	227.452	0.9  	21.7          	6.1  	62.2     	135        	464    	1.016196
69                      	857.0	20.8                   	26                    	3.9  	322                   	-113.983119	46.858209       	1406   	1406         	448.087   	227.345	0.8  	21.7          	6.1  	62.2     	135        	471    	1.015701
70                      	856.4	20.8                   	26                    	3.9  	322                   	-113.983089	46.858184       	1412   	1412         	448.938   	227.239	0.8  	21.6          	6.1  	62.1     	135        	478    	1.015207
71                      	855.8	20.7                   	26                    	3.9  	322                   	-113.983059	46.858159       	1418   	1418         	449.774   	227.132	0.8  	21.5          	6.1  	62.1     	135        	485    	1.014713
72                      	855.2	20.6                   	27                    	3.9  	323                   	-113.983030	46.858134       	1424   	1424         	450.625   	227.025	0.8  	21.5          	6.1  	62.1     	135        	492    	1.014219
73                      	854.5	20.6                   	27                    	3.9  	323                   	-113.983000	46.858109       	1430   	1430         	451.468   	226.911	0.8  	21.4          	6.1  	62.0     	135        	499    	1.013689
74                      	853.9	20.5                   	27                    	4.0  	323                   	-113.982970	46.858075       	1437   	1437         	452.358   	226.796	0.7  	21.4          	6.4  	61.9     	135        	507    	1.013160
75                      	853.3	20.5                   	27                    	4.0  	324                   	-113.982941	46.858038       	1443   	1443         	453.239   	226.672	0.7  	21.3          	6.5  	61.8     	136        	514    	1.012587
76                      	852.6	20.4                   	27                    	4.0  	324                   	-113.982911	46.858001       	1450   	1449         	454.133   	226.546	0.7  	21.3          	6.5  	61.7     	136        	522    	1.012001
77                      	852.0	20.4                   	27                    	4.0  	324                   	-113.982882	46.857964       	1456   	1456         	455.011   	226.419	0.7  	21.2          	6.5  	61.6     	136        	530    	1.011416
78                      	851.4	20.3                   	27                    	4.0  	324                   	-113.982852	46.857927       	1463   	1462         	455.906   	226.293	0.7  	21.2          	6.5  	61.5     	136        	538    	1.010831
79                      	850.7	20.3                   	27                    	4.1  	325                   	-113.982822	46.857890       	1469   	1469         	456.782   	226.165	0.8  	21.1          	6.5  	61.4     	137        	546    	1.010236
80                      	850.1	20.2                   	27                    	4.1  	325                   	-113.982793	46.857852       	1475   	1475         	457.674   	226.037	0.8  	21.1          	6.5  	61.3     	137        	554    	1.009642
81                      	849.5	20.2                   	27                    	4.1  	325                   	-113.982763	46.857815       	1482   	1482         	458.551   	225.909	0.8  	21.0          	6.5  	61.2     	137        	561    	1.009049
82                      	848.8	20.1                   	27                    	4.1  	326                   	-113.982734	46.857778       	1488   	1488         	459.444   	225.781	0.8  	21.0          	6.5  	61.2     	137        	569    	1.008455
83                      	848.2	20.1                   	27                    	4.1  	326                   	-113.982704	46.857741       	1495   	1495         	460.321   	225.653	0.8  	20.9          	6.5  	61.1     	138        	577    	1.007862
84                      	847.6	20.0                   	28                    	4.2  	326                   	-113.982675	46.857704       	1501   	1501         	461.213   	225.525	0.8  	20.9          	6.5  	61.0     	138        	585    	1.007270
85                      	846.9	20.0                   	28                    	4.2  	326                   	-113.982645	46.857667       	1508   	1507         	462.090   	225.397	0.8  	20.8          	6.5  	60.9     	138        	593    	1.006677
86                      	846.3	19.9                   	28                    	4.2  	327                   	-113.982615	46.857630       	1514   	1514         	462.983   	225.269	0.8  	20.8          	6.5  	60.8     	138        	601    	1.006084
87                      	845.7	19.9                   	28                    	4.2  	327                   	-113.982586	46.857593       	1521   	1520         	463.860   	225.141	0.8  	20.7          	6.5  	60.7     	139        	609    	1.005492
88                      	845.0	19.9                   	28                    	4.2  	327                   	-113.982556	46.857556       	1527   	1527         	464.753   	225.014	0.8  	20.7          	6.5  	60.7     	139        	616    	1.004900
89                      	844.4	19.8                   	28                    	4.3  	327                   	-113.982527	46.857519       	1533   	1533         	465.643   	224.899	0.8  	20.6          	6.5  	60.6     	139        	624    	1.004367
90                      	843.8	19.7                   	28                    	4.3  	328                   	-113.982497	46.857481       	1540   	1540         	466.554   	224.789	0.7  	20.6          	6.5  	60.5     	139        	632    	1.003856
91                      	843.1	19.6                   	28                    	4.3  	328                   	-113.982468	46.857444       	1546   	1546         	467.448   	224.679	0.7  	20.5          	6.5  	60.4     	139        	640    	1.003344
92                      	842.5	19.6                   	28                    	4.3  	328                   	-113.982438	46.857407       	1553   	1553         	468.358   	224.569	0.7  	20.4          	6.5  	60.4     	139        	648    	1.002833
93                      	841.9	19.5                   	28                    	4.3  	328                   	-113.982408	46.857370       	1559   	1559         	469.253   	224.458	0.7  	20.3          	6.5  	60.3     	140        	656    	1.002321
94                      	841.2	19.4                   	28                    	4.4  	329                   	-113.982379	46.857333       	1566   	1566         	470.163   	224.348	0.6  	20.3          	6.5  	60.2     	140        	664    	1.001811
95                      	840.6	19.4                   	28                    	4.4  	329                   	-113.982349	46.857296       	1572   	1572         	471.058   	224.238	0.6  	20.2          	6.5  	60.2     	140        	672    	1.001300
96                      	840.0	19.3                   	28                    	4.4  	329                   	-113.982320	46.857259       	1579   	1578         	471.968   	224.128	0.6  	20.1          	6.5  	60.1     	140        	680    	1.000790
97                      	839.3	19.2                   	29                    	4.4  	329                   	-113.982290	46.857222       	1585   	1585         	472.863   	224.018	0.6  	20.1          	6.5  	60.0     	140        	687    	1.000279
98                      	838.7	19.2                   	29                    	4.5  	329                   	-113.982261	46.857185       	1592   	1591         	473.773   	223.908	0.5  	20.0          	6.5  	60.0     	140        	695    	0.999769
99                      	838.1	19.1                   	29                    	4.5  	330                   	-113.982231	46.857148       	1598   	1598         	474.668   	223.798	0.5  	19.9          	6.5  	59.9     	141        	703    	0.999258
100                     	837.5	19.0                   	29                    	4.5  	330                   	-113.982201	46.857111       	1604   	1604         	475.579   	223.688	0.5  	19.8          	6.5  	59.8     	141        	711    	0.998749
101                     	836.8	18.9                   	29                    	4.5  	330                   	-113.982172	46.857073       	1611   	1611         	476.474   	223.578	0.5  	19.8          	6.5  	59.8     	141        	719    	0.998239
102                     	836.2	18.9                   	29                    	4.5  	330                   	-113.982142	46.857036       	1617   	1617         	477.385   	223.468	0.4  	19.7          	6.5  	59.7     	141        	727    	0.997730
103                     	835.6	18.8                   	29                    	4.6  	330                   	-113.982113	46.856999       	1624   	1624         	478.280   	223.359	0.4  	19.6          	6.5  	59.7     	141        	735    	0.997220
104                     	834.9	18.7                   	29                    	4.6  	331                   	-113.982083	46.856962       	1630   	1630         	479.187   	223.246	0.4  	19.6          	6.5  	59.6     	141        	743    	0.996695
105                     	834.3	18.7                   	29                    	4.6  	331                   	-113.982054	46.856925       	1637   	1636         	480.078   	223.132	0.4  	19.5          	6.5  	59.5     	141        	751    	0.996167
106                     	833.7	18.6                   	29                    	4.6  	331                   	-113.982024	46.856888       	1643   	1643         	480.985   	223.018	0.3  	19.4          	6.5  	59.5     	141        	759    	0.995638
107                     	833.1	18.5                   	29                    	4.7  	331                   	-113.981994	46.856851       	1650   	1649         	481.876   	222.905	0.3  	19.4          	6.5  	59.4     	142        	766    	0.995111
108                     	832.4	18.5                   	29                    	4.7  	331                   	-113.981965	46.856814       	1656   	1656         	482.783   	222.791	0.3  	19.3          	6.5  	59.4     	142        	774    	0.994583
109                     	831.8	18.4                   	29                    	4.7  	332                   	-113.981935	46.856777       	1662   	1662         	483.674   	222.677	0.3  	19.2          	6.5  	59.3     	142        	782    	0.994055
110                     	831.2	18.3                   	29                    	4.7  	332                   	-113.981906	46.856740       	1669   	1669         	484.581   	222.563	0.3  	19.2          	6.5  	59.3     	142        	790    	0.993527
111                     	830.6	18.3                   	30                    	4.7  	332                   	-113.981876	46.856702       	1675   	1675         	485.472   	222.450	0.2  	19.1          	6.5  	59.2     	142        	798    	0.992999
112                     	829.9	18.2                   	30                    	4.7  	332                   	-113.981847	46.856665       	1682   	1682         	486.379   	222.336	0.2  	19.0          	6.5  	59.2     	142        	806    	0.992472
113                     	829.3	18.2                   	30                    	4.7  	332                   	-113.981817	46.856628       	1688   	1688         	487.270   	222.223	0.2  	19.0          	6.5  	59.1     	142        	814    	0.991945
114                     	828.7	18.1                   	30                    	4.7  	332                   	-113.981787	46.856591       	1695   	1694         	488.177   	222.109	0.2  	18.9          	6.5  	59.1     	142        	822    	0.991418
115                     	828.1	18.0                   	30                    	4.7  	331                   	-113.981758	46.856554       	1701   	1701         	489.069   	221.996	0.2  	18.8          	6.5  	59.0     	142        	830    	0.990891
116                     	827.4	18.0                   	30                    	4.7  	331                   	-113.981728	46.856517       	1708   	1707         	489.976   	221.882	0.1  	18.8          	6.5  	59.0     	143        	838    	0.990364
117                     	826.8	17.9                   	30                    	4.7  	331                   	-113.981699	46.856480       	1714   	1714         	490.868   	221.770	0.1  	18.7          	6.5  	58.9     	143        	846    	0.989837
118                     	826.2	17.8                   	30                    	4.7  	331                   	-113.981669	46.856443       	1721   	1720         	491.776   	221.657	0.1  	18.6          	6.5  	58.9     	143        	854    	0.989311
119                     	825.6	17.8                   	30                    	4.7  	331                   	-113.981640	46.856406       	1727   	1727         	492.668   	221.545	0.1  	18.6          	6.5  	58.9     	143        	861    	0.988786
120                     	824.9	17.7                   	30                    	4.7  	331                   	-113.981610	46.856369       	1733   	1733         	493.577   	221.433	0.1  	18.5          	6.5  	58.8     	143        	869    	0.988261
121                     	824.3	17.6                   	30                    	4.7  	331                   	-113.981580	46.856332       	1740   	1740         	494.469   	221.321	0.1  	18.5          	6.5  	58.8     	143        	877    	0.987735
122                     	823.7	17.6                   	30                    	4.7  	331                   	-113.981551	46.856294       	1746   	1746         	495.377   	221.208	0.1  	18.4          	6.5  	58.7     	143        	885    	0.987210
123                     	823.1	17.5                   	31                    	4.7  	331                   	-113.981521	46.856257       	1753   	1753         	496.270   	221.096	0.0  	18.3          	6.5  	58.7     	143        	893    	0.986685
124                     	822.4	17.4                   	31                    	4.7  	331                   	-113.981492	46.856220       	1759   	1759         	497.178   	220.984	0.0  	18.3          	6.5  	58.7     	143        	901    	0.986160
125                     	821.8	17.4                   	31                    	4.7  	331                   	-113.981462	46.856183       	1766   	1765         	498.071   	220.872	0.0  	18.2          	6.5  	58.6     	143        	909    	0.985636
126                     	821.2	17.3                   	31                    	4.7  	331                   	-113.981433	46.856146       	1772   	1772         	498.980   	220.760	0.0  	18.1          	6.5  	58.6     	143        	917    	0.985111
127                     	820.6	17.2                   	31                    	4.7  	331                   	-113.981403	46.856109       	1779   	1778         	499.871   	220.646	0.0  	18.1          	6.5  	58.5     	143        	925    	0.984579
128                     	819.9	17.2                   	31                    	4.7  	331                   	-113.981373	46.856072       	1785   	1785         	500.777   	220.532	0.0  	18.0          	6.5  	58.5     	144        	933    	0.984046
129                     	819.3	17.1                   	31                    	4.7  	331                   	-113.981344	46.856035       	1791   	1791         	501.668   	220.419	-0.1 	17.9          	6.5  	58.5     	144        	941    	0.983514
130                     	818.7	17.0                   	31                    	4.7  	331                   	-113.981314	46.855998       	1798   	1798         	502.575   	220.305	-0.1 	17.9          	6.5  	58.4     	144        	949    	0.982982
131                     	818.1	17.0                   	31                    	4.7  	331                   	-113.981285	46.855961       	1804   	1804         	503.482   	220.191	-0.1 	17.8          	6.5  	58.4     	144        	957    	0.982450
132                     	817.4	16.9                   	31                    	4.6  	330                   	-113.981256	46.855930       	1811   	1811         	504.436   	220.078	-0.1 	17.7          	6.8  	58.4     	144        	965    	0.981918
133                     	816.8	16.9                   	32                    	4.6  	330                   	-113.981228	46.855902       	1818   	1818         	505.397   	219.956	-0.1 	17.7          	6.8  	58.4     	144        	972    	0.981349
134                     	816.1	16.8                   	32                    	4.6  	330                   	-113.981199	46.855875       	1825   	1825         	506.343   	219.834	-0.1 	17.6          	6.8  	58.4     	144        	980    	0.980780
135                     	815.5	16.7                   	32                    	4.5  	330                   	-113.981171	46.855847       	1832   	1831         	507.289   	219.712	-0.1 	17.5          	6.8  	58.5     	144        	988    	0.980211
136                     	814.8	16.7                   	32                    	4.5  	329                   	-113.981143	46.855820       	1839   	1838         	508.250   	219.590	-0.2 	17.5          	6.8  	58.5     	144        	996    	0.979642
137                     	814.2	16.6                   	32                    	4.4  	329                   	-113.981114	46.855792       	1845   	1845         	509.196   	219.468	-0.2 	17.4          	6.8  	58.5     	144        	1004   	0.979074
138                     	813.5	16.5                   	32                    	4.4  	329                   	-113.981086	46.855764       	1852   	1852         	510.158   	219.347	-0.2 	17.3          	6.8  	58.5     	144        	1011   	0.978507
139                     	812.9	16.5                   	32                    	4.3  	329                   	-113.981058	46.855737       	1859   	1859         	511.103   	219.225	-0.2 	17.3          	6.8  	58.6     	144        	1019   	0.977938
140                     	812.2	16.4                   	32                    	4.3  	328                   	-113.981029	46.855709       	1866   	1866         	512.065   	219.103	-0.2 	17.2          	6.8  	58.6     	144        	1027   	0.977370
141                     	811.6	16.3                   	32                    	4.2  	328                   	-113.981001	46.855682       	1873   	1873         	513.011   	218.981	-0.2 	17.1          	6.8  	58.6     	144        	1035   	0.976803
142                     	810.9	16.3                   	32                    	4.2  	328                   	-113.980973	46.855654       	1880   	1879         	513.957   	218.860	-0.3 	17.1          	6.8  	58.6     	144        	1042   	0.976236
143                     	810.2	16.2                   	32                    	4.1  	328                   	-113.980944	46.855627       	1887   	1886         	514.919   	218.739	-0.3 	17.0          	6.8  	58.6     	144        	1050   	0.975669
144                     	809.6	16.1                   	33                    	4.1  	327                   	-113.980916	46.855599       	1893   	1893         	515.866   	218.617	-0.3 	16.9          	6.8  	58.7     	144        	1058   	0.975102
145                     	808.9	16.1                   	33                    	4.0  	327                   	-113.980888	46.855572       	1900   	1900         	516.826   	218.495	-0.3 	16.9          	6.8  	58.7     	144        	1066   	0.974528
146                     	808.3	16.0                   	33                    	4.0  	327                   	-113.980859	46.855544       	1907   	1907         	517.770   	218.371	-0.3 	16.8          	6.8  	58.7     	144        	1074   	0.973949
