Flight Information:
Launch Date:            	                       	Thursday, 20 June 2019	   	                        	Launch Time:    	           	17:59:34    	     	End of Ascent:	     	           	01:29:20
Station name:           	                       	                      	   	                        	Number of sonde:	           	17045985
Ground values:
Pressure:               	                       	897.7 hPa             	   	                        	Temperature:    	           	11.8 ?C     	     	Humidity:     	     	           	53 %
Wind Direction:         	                       	89 ?                  	   	                        	Wind Speed:     	           	2 m/s       	     	Cloud group:  	     	           	9////
Position:
Longitude:              	                       	-113.985 ?            	   	                        	Latitude:       	           	46.859 ?    	     	Altitude:     	     	           	984 m
Staff:
Company:                	                       	
Operator:               	                       	                      	   	                        	
Events:
Highest Point:          	                       	12.0 hPa              	   	                        	30403 m
Tropopauses:            	                       	1.: 367.0 hPa         	   	                        	2.: 99.6 hPa    	           	
Max Winds:              	                       	                      	   	                        	                	           	
Remarks:

Profile Data:
Time                    	P                      	T                     	Hu 	Ws                      	Wd              	Long.      	Lat.        	Alt  	Geopot        	Dewp.	Virt. Temp 	Rs      	D
[sec]                   	[hPa]                  	[?C]                  	[%]	[m/s]                   	[?]             	[?]        	[?]         	[m]  	[m]           	[?C] 	[?C]       	[m/s]   	[kg/m3]
0                       	897.7                  	11.8                  	53 	2.2                     	089             	-113.985000	46.859000   	984  	984           	2.6  	12.7       	0.0     	1.097692
1                       	897.0                  	11.6                  	52 	2.3                     	084             	-113.984969	46.859020   	990  	990           	2.0  	12.4       	6.2     	1.097808
2                       	896.4                  	11.3                  	50 	2.4                     	079             	-113.984939	46.859040   	997  	997           	1.4  	12.1       	6.2     	1.097925
3                       	895.7                  	11.1                  	49 	2.5                     	073             	-113.984908	46.859060   	1003 	1003          	0.8  	11.9       	6.2     	1.098043
4                       	895.0                  	10.8                  	48 	2.7                     	066             	-113.984878	46.859080   	1009 	1009          	0.3  	11.6       	6.2     	1.098161
5                       	894.4                  	10.6                  	47 	2.8                     	058             	-113.984847	46.859100   	1015 	1015          	-0.3 	11.3       	6.2     	1.098281
6                       	893.7                  	10.3                  	45 	2.9                     	050             	-113.984817	46.859119   	1022 	1021          	-0.9 	11.0       	6.2     	1.098401
7                       	893.0                  	10.2                  	44 	3.0                     	041             	-113.984786	46.859139   	1028 	1028          	-1.3 	10.9       	6.2     	1.098052
8                       	892.3                  	10.1                  	45 	3.1                     	033             	-113.984756	46.859159   	1034 	1034          	-1.3 	10.8       	6.2     	1.097538
9                       	891.7                  	10.1                  	45 	3.2                     	024             	-113.984725	46.859179   	1040 	1040          	-1.3 	10.7       	6.2     	1.097024
10                      	891.0                  	10.0                  	45 	3.3                     	017             	-113.984695	46.859199   	1046 	1046          	-1.3 	10.6       	6.2     	1.096511
11                      	890.3                  	9.9                   	46 	3.4                     	010             	-113.984664	46.859219   	1053 	1053          	-1.2 	10.6       	6.2     	1.095998
12                      	889.7                  	9.8                   	46 	3.6                     	004             	-113.984633	46.859239   	1059 	1059          	-1.2 	10.5       	6.2     	1.095485
13                      	889.0                  	9.7                   	46 	3.7                     	359             	-113.984603	46.859259   	1065 	1065          	-1.2 	10.4       	6.2     	1.095007
14                      	888.4                  	9.7                   	47 	3.8                     	355             	-113.984572	46.859279   	1071 	1071          	-1.2 	10.3       	6.0     	1.094530
15                      	887.8                  	9.6                   	47 	3.9                     	351             	-113.984530	46.859253   	1077 	1077          	-1.2 	10.3       	5.9     	1.094053
16                      	887.1                  	9.5                   	47 	4.0                     	348             	-113.984481	46.859204   	1083 	1083          	-1.1 	10.2       	5.9     	1.093576
17                      	886.5                  	9.4                   	48 	4.1                     	345             	-113.984433	46.859155   	1089 	1089          	-1.1 	10.1       	5.9     	1.093099
18                      	885.8                  	9.3                   	48 	4.2                     	343             	-113.984385	46.859106   	1095 	1095          	-1.1 	10.0       	5.9     	1.092623
19                      	885.2                  	9.3                   	48 	4.4                     	341             	-113.984336	46.859057   	1101 	1101          	-1.1 	9.9        	5.9     	1.092157
20                      	884.6                  	9.2                   	49 	4.5                     	339             	-113.984288	46.859008   	1107 	1106          	-1.0 	9.9        	5.9     	1.091665
21                      	884.0                  	9.1                   	49 	4.6                     	338             	-113.984239	46.858959   	1112 	1112          	-1.0 	9.8        	5.9     	1.091133
22                      	883.3                  	9.1                   	49 	4.7                     	336             	-113.984191	46.858911   	1118 	1118          	-1.0 	9.7        	5.9     	1.090602
23                      	882.7                  	9.0                   	49 	4.8                     	335             	-113.984142	46.858862   	1124 	1124          	-1.0 	9.7        	5.9     	1.090070
24                      	882.1                  	8.9                   	50 	4.9                     	334             	-113.984094	46.858813   	1130 	1130          	-1.0 	9.6        	5.9     	1.089539
25                      	881.5                  	8.9                   	50 	5.0                     	333             	-113.984045	46.858764   	1136 	1136          	-1.0 	9.6        	5.9     	1.089007
26                      	880.8                  	8.8                   	50 	5.1                     	332             	-113.983997	46.858715   	1142 	1142          	-1.0 	9.5        	5.9     	1.088476
27                      	880.2                  	8.7                   	50 	5.3                     	331             	-113.983948	46.858666   	1148 	1148          	-1.0 	9.4        	5.9     	1.087944
28                      	879.6                  	8.7                   	50 	5.4                     	330             	-113.983900	46.858617   	1154 	1153          	-1.0 	9.4        	5.9     	1.087414
29                      	879.0                  	8.6                   	51 	5.5                     	329             	-113.983851	46.858568   	1159 	1159          	-1.0 	9.3        	5.9     	1.086883
30                      	878.3                  	8.6                   	51 	5.6                     	329             	-113.983803	46.858519   	1165 	1165          	-1.0 	9.2        	5.9     	1.086353
31                      	877.7                  	8.5                   	51 	5.6                     	328             	-113.983754	46.858470   	1171 	1171          	-1.0 	9.2        	5.9     	1.085822
32                      	877.1                  	8.4                   	51 	5.7                     	328             	-113.983706	46.858421   	1177 	1177          	-1.0 	9.1        	5.9     	1.085291
33                      	876.5                  	8.4                   	52 	5.7                     	327             	-113.983657	46.858372   	1183 	1183          	-1.0 	9.1        	5.9     	1.084759
34                      	875.8                  	8.3                   	52 	5.7                     	327             	-113.983609	46.858323   	1189 	1189          	-1.0 	9.0        	5.9     	1.084194
35                      	875.2                  	8.3                   	52 	5.8                     	326             	-113.983560	46.858274   	1195 	1195          	-1.0 	9.0        	5.9     	1.083630
36                      	874.6                  	8.2                   	52 	5.8                     	326             	-113.983512	46.858225   	1201 	1201          	-1.0 	8.9        	5.9     	1.083065
37                      	874.0                  	8.2                   	52 	5.8                     	326             	-113.983463	46.858176   	1206 	1206          	-1.0 	8.9        	5.9     	1.082501
38                      	873.3                  	8.1                   	53 	5.9                     	325             	-113.983415	46.858128   	1212 	1212          	-1.0 	8.8        	5.9     	1.081936
39                      	872.7                  	8.1                   	53 	5.9                     	325             	-113.983367	46.858079   	1218 	1218          	-1.0 	8.7        	5.9     	1.081372
40                      	872.1                  	8.0                   	53 	5.9                     	325             	-113.983318	46.858030   	1224 	1224          	-0.9 	8.7        	5.9     	1.080808
41                      	871.5                  	7.9                   	53 	6.0                     	324             	-113.983270	46.857981   	1230 	1230          	-0.9 	8.6        	5.9     	1.080245
42                      	870.9                  	7.9                   	53 	6.0                     	324             	-113.983221	46.857932   	1236 	1236          	-0.9 	8.6        	5.9     	1.079682
43                      	870.2                  	7.8                   	54 	6.0                     	323             	-113.983173	46.857883   	1242 	1242          	-0.9 	8.5        	5.9     	1.079114
44                      	869.6                  	7.8                   	54 	6.1                     	323             	-113.983124	46.857834   	1248 	1248          	-0.9 	8.5        	5.9     	1.078546
45                      	869.0                  	7.7                   	54 	6.1                     	323             	-113.983076	46.857785   	1254 	1253          	-0.9 	8.4        	5.9     	1.077978
46                      	868.4                  	7.7                   	54 	6.2                     	322             	-113.983020	46.857743   	1259 	1259          	-0.9 	8.4        	5.9     	1.077411
47                      	867.7                  	7.6                   	55 	6.2                     	322             	-113.982960	46.857704   	1265 	1265          	-0.9 	8.3        	6.0     	1.076836
48                      	867.1                  	7.6                   	55 	6.2                     	322             	-113.982900	46.857665   	1271 	1271          	-1.0 	8.3        	6.0     	1.076252
49                      	866.5                  	7.5                   	55 	6.3                     	321             	-113.982839	46.857627   	1277 	1277          	-1.0 	8.2        	6.0     	1.075658
50                      	865.9                  	7.5                   	55 	6.3                     	321             	-113.982779	46.857588   	1283 	1283          	-1.0 	8.2        	6.0     	1.075065
51                      	865.2                  	7.4                   	55 	6.3                     	321             	-113.982719	46.857550   	1289 	1289          	-1.1 	8.1        	6.0     	1.074473
52                      	864.6                  	7.4                   	55 	6.4                     	320             	-113.982659	46.857511   	1295 	1295          	-1.1 	8.1        	6.0     	1.073880
53                      	864.0                  	7.3                   	55 	6.4                     	320             	-113.982599	46.857472   	1301 	1301          	-1.2 	8.0        	6.0     	1.073288
54                      	863.3                  	7.3                   	55 	6.5                     	320             	-113.982539	46.857434   	1307 	1307          	-1.2 	8.0        	6.0     	1.072697
55                      	862.7                  	7.2                   	55 	6.5                     	319             	-113.982478	46.857395   	1313 	1313          	-1.3 	7.9        	6.0     	1.072105
56                      	862.1                  	7.2                   	55 	6.5                     	319             	-113.982418	46.857357   	1319 	1319          	-1.3 	7.9        	6.0     	1.071513
57                      	861.5                  	7.1                   	55 	6.6                     	319             	-113.982358	46.857318   	1325 	1325          	-1.3 	7.8        	6.0     	1.070921
58                      	860.8                  	7.1                   	55 	6.6                     	318             	-113.982298	46.857280   	1331 	1331          	-1.4 	7.8        	6.0     	1.070330
59                      	860.2                  	7.0                   	55 	6.7                     	318             	-113.982238	46.857241   	1337 	1337          	-1.4 	7.7        	6.0     	1.069740
60                      	859.6                  	7.0                   	55 	6.7                     	318             	-113.982178	46.857202   	1343 	1343          	-1.5 	7.7        	6.0     	1.069157
61                      	859.0                  	6.9                   	55 	6.7                     	318             	-113.982117	46.857164   	1349 	1349          	-1.5 	7.6        	6.0     	1.068611
62                      	858.3                  	6.9                   	55 	6.6                     	317             	-113.982057	46.857125   	1355 	1355          	-1.6 	7.5        	6.0     	1.068066
63                      	857.7                  	6.8                   	55 	6.6                     	317             	-113.981997	46.857087   	1361 	1361          	-1.6 	7.5        	6.0     	1.067521
64                      	857.1                  	6.7                   	55 	6.6                     	317             	-113.981937	46.857048   	1367 	1367          	-1.6 	7.4        	6.0     	1.066976
65                      	856.5                  	6.7                   	55 	6.6                     	317             	-113.981877	46.857009   	1373 	1373          	-1.7 	7.3        	6.0     	1.066431
66                      	855.8                  	6.6                   	55 	6.5                     	317             	-113.981817	46.856971   	1379 	1379          	-1.7 	7.3        	6.0     	1.065887
67                      	855.2                  	6.6                   	55 	6.5                     	316             	-113.981756	46.856932   	1385 	1385          	-1.8 	7.2        	6.0     	1.065342
68                      	854.6                  	6.5                   	55 	6.5                     	316             	-113.981696	46.856894   	1391 	1391          	-1.8 	7.2        	6.0     	1.064798
69                      	854.0                  	6.4                   	55 	6.5                     	316             	-113.981636	46.856855   	1397 	1397          	-1.8 	7.1        	6.0     	1.064253
70                      	853.3                  	6.4                   	55 	6.4                     	316             	-113.981576	46.856817   	1403 	1403          	-1.9 	7.0        	6.0     	1.063709
71                      	852.7                  	6.3                   	55 	6.4                     	315             	-113.981516	46.856778   	1409 	1409          	-1.9 	7.0        	6.0     	1.063166
72                      	852.1                  	6.3                   	56 	6.4                     	315             	-113.981456	46.856739   	1415 	1415          	-2.0 	6.9        	6.0     	1.062623
73                      	851.5                  	6.2                   	56 	6.4                     	315             	-113.981395	46.856701   	1421 	1421          	-2.0 	6.8        	6.0     	1.062066
74                      	850.8                  	6.1                   	56 	6.3                     	315             	-113.981335	46.856662   	1427 	1427          	-2.0 	6.8        	6.0     	1.061521
75                      	850.2                  	6.1                   	56 	6.3                     	315             	-113.981275	46.856624   	1433 	1433          	-2.1 	6.7        	6.0     	1.060982
76                      	849.6                  	6.0                   	56 	6.3                     	314             	-113.981214	46.856586   	1439 	1439          	-2.1 	6.6        	6.0     	1.060443
77                      	848.9                  	5.9                   	56 	6.3                     	314             	-113.981148	46.856555   	1445 	1445          	-2.1 	6.6        	6.3     	1.059904
78                      	848.3                  	5.9                   	56 	6.2                     	314             	-113.981082	46.856524   	1452 	1451          	-2.1 	6.5        	6.3     	1.059366
79                      	847.7                  	5.8                   	57 	6.2                     	314             	-113.981015	46.856492   	1458 	1458          	-2.1 	6.5        	6.3     	1.058804
80                      	847.0                  	5.7                   	57 	6.2                     	313             	-113.980949	46.856461   	1464 	1464          	-2.1 	6.4        	6.3     	1.058243
81                      	846.4                  	5.7                   	57 	6.2                     	313             	-113.980883	46.856430   	1470 	1470          	-2.2 	6.3        	6.3     	1.057682
82                      	845.7                  	5.6                   	57 	6.1                     	313             	-113.980817	46.856398   	1477 	1476          	-2.2 	6.3        	6.3     	1.057121
83                      	845.1                  	5.5                   	57 	6.1                     	313             	-113.980751	46.856367   	1483 	1483          	-2.2 	6.2        	6.3     	1.056561
84                      	844.4                  	5.5                   	58 	6.1                     	312             	-113.980685	46.856336   	1489 	1489          	-2.2 	6.1        	6.3     	1.056001
85                      	843.8                  	5.4                   	58 	6.1                     	312             	-113.980618	46.856305   	1495 	1495          	-2.2 	6.1        	6.3     	1.055440
86                      	843.1                  	5.3                   	58 	6.1                     	312             	-113.980552	46.856273   	1502 	1501          	-2.2 	6.0        	6.3     	1.054880
87                      	842.5                  	5.3                   	58 	6.0                     	312             	-113.980486	46.856242   	1508 	1508          	-2.2 	5.9        	6.3     	1.054320
88                      	841.9                  	5.2                   	58 	6.0                     	311             	-113.980420	46.856211   	1514 	1514          	-2.3 	5.9        	6.3     	1.053739
89                      	841.2                  	5.2                   	59 	6.0                     	311             	-113.980354	46.856179   	1520 	1520          	-2.3 	5.8        	6.3     	1.053150
90                      	840.6                  	5.1                   	59 	6.0                     	311             	-113.980288	46.856148   	1527 	1526          	-2.3 	5.7        	6.3     	1.052562
91                      	839.9                  	5.0                   	59 	6.0                     	310             	-113.980222	46.856117   	1533 	1533          	-2.3 	5.7        	6.3     	1.051973
92                      	839.3                  	5.0                   	59 	6.0                     	310             	-113.980155	46.856085   	1539 	1539          	-2.3 	5.6        	6.3     	1.051385
93                      	838.6                  	4.9                   	59 	6.0                     	309             	-113.980089	46.856054   	1545 	1545          	-2.3 	5.6        	6.3     	1.050797
94                      	838.0                  	4.9                   	59 	6.0                     	309             	-113.980023	46.856023   	1552 	1551          	-2.3 	5.5        	6.3     	1.050209
95                      	837.3                  	4.8                   	60 	6.0                     	308             	-113.979957	46.855991   	1558 	1558          	-2.3 	5.5        	6.3     	1.049622
96                      	836.7                  	4.8                   	60 	6.0                     	308             	-113.979891	46.855960   	1564 	1564          	-2.3 	5.4        	6.3     	1.049035
97                      	836.1                  	4.7                   	60 	6.1                     	307             	-113.979825	46.855929   	1570 	1570          	-2.4 	5.3        	6.3     	1.048447
98                      	835.4                  	4.6                   	60 	6.1                     	307             	-113.979758	46.855897   	1577 	1577          	-2.4 	5.3        	6.3     	1.047860
99                      	834.8                  	4.6                   	60 	6.1                     	306             	-113.979692	46.855866   	1583 	1583          	-2.4 	5.2        	6.3     	1.047273
100                     	834.1                  	4.5                   	61 	6.1                     	306             	-113.979626	46.855835   	1589 	1589          	-2.4 	5.2        	6.3     	1.046687
101                     	833.5                  	4.5                   	61 	6.1                     	305             	-113.979560	46.855804   	1595 	1595          	-2.4 	5.1        	6.3     	1.046111
102                     	832.9                  	4.4                   	61 	6.2                     	305             	-113.979494	46.855772   	1602 	1602          	-2.4 	5.0        	6.3     	1.045540
103                     	832.2                  	4.3                   	61 	6.2                     	304             	-113.979428	46.855741   	1608 	1608          	-2.4 	5.0        	6.3     	1.044931
104                     	831.5                  	4.3                   	61 	6.2                     	304             	-113.979362	46.855710   	1614 	1614          	-2.5 	4.9        	6.3     	1.044322
105                     	830.9                  	4.2                   	62 	6.2                     	303             	-113.979292	46.855683   	1621 	1621          	-2.5 	4.9        	6.6     	1.043714
106                     	830.2                  	4.2                   	62 	6.2                     	303             	-113.979221	46.855658   	1628 	1627          	-2.5 	4.8        	6.7     	1.043106
107                     	829.5                  	4.1                   	62 	6.3                     	302             	-113.979150	46.855633   	1634 	1634          	-2.5 	4.7        	6.7     	1.042498
108                     	828.8                  	4.0                   	62 	6.3                     	302             	-113.979079	46.855608   	1641 	1641          	-2.5 	4.7        	6.7     	1.041891
109                     	828.2                  	4.0                   	62 	6.3                     	301             	-113.979008	46.855583   	1648 	1648          	-2.5 	4.6        	6.7     	1.041262
110                     	827.5                  	3.9                   	63 	6.3                     	301             	-113.978938	46.855558   	1654 	1654          	-2.5 	4.6        	6.7     	1.040633
111                     	826.8                  	3.9                   	63 	6.3                     	300             	-113.978867	46.855533   	1661 	1661          	-2.6 	4.5        	6.7     	1.040005
112                     	826.1                  	3.8                   	63 	6.3                     	300             	-113.978796	46.855508   	1668 	1668          	-2.6 	4.4        	6.7     	1.039376
113                     	825.4                  	3.7                   	63 	6.3                     	300             	-113.978725	46.855483   	1675 	1674          	-2.6 	4.4        	6.7     	1.038749
114                     	824.8                  	3.7                   	63 	6.3                     	300             	-113.978654	46.855458   	1681 	1681          	-2.6 	4.3        	6.7     	1.038121
115                     	824.1                  	3.6                   	64 	6.2                     	300             	-113.978583	46.855433   	1688 	1688          	-2.6 	4.2        	6.7     	1.037489
116                     	823.4                  	3.5                   	64 	6.2                     	300             	-113.978513	46.855408   	1695 	1695          	-2.6 	4.2        	6.7     	1.036858
117                     	822.7                  	3.5                   	64 	6.2                     	300             	-113.978442	46.855383   	1702 	1701          	-2.7 	4.1        	6.7     	1.036227
118                     	822.0                  	3.4                   	64 	6.2                     	300             	-113.978371	46.855358   	1708 	1708          	-2.7 	4.1        	6.7     	1.035596
119                     	821.3                  	3.4                   	64 	6.2                     	299             	-113.978300	46.855333   	1715 	1715          	-2.7 	4.0        	6.7     	1.034966
120                     	820.7                  	3.3                   	65 	6.1                     	299             	-113.978229	46.855308   	1722 	1721          	-2.7 	3.9        	6.7     	1.034336
121                     	820.0                  	3.2                   	65 	6.1                     	299             	-113.978158	46.855283   	1728 	1728          	-2.7 	3.9        	6.7     	1.033706
122                     	819.3                  	3.2                   	65 	6.1                     	299             	-113.978088	46.855258   	1735 	1735          	-2.7 	3.8        	6.7     	1.033076
123                     	818.6                  	3.1                   	65 	6.1                     	299             	-113.978017	46.855233   	1742 	1742          	-2.7 	3.8        	6.7     	1.032446
124                     	818.0                  	3.1                   	65 	6.1                     	299             	-113.977946	46.855208   	1749 	1748          	-2.8 	3.7        	6.7     	1.031817
125                     	817.3                  	3.0                   	66 	6.1                     	299             	-113.977875	46.855182   	1755 	1755          	-2.8 	3.6        	6.7     	1.031189
126                     	816.6                  	2.9                   	66 	6.0                     	298             	-113.977804	46.855157   	1762 	1762          	-2.8 	3.6        	6.7     	1.030560
127                     	815.9                  	2.9                   	66 	6.0                     	298             	-113.977734	46.855132   	1769 	1768          	-2.8 	3.5        	6.7     	1.029932
128                     	815.2                  	2.8                   	66 	6.0                     	298             	-113.977663	46.855107   	1775 	1775          	-2.8 	3.5        	6.7     	1.029307
129                     	814.6                  	2.8                   	66 	6.0                     	298             	-113.977592	46.855082   	1782 	1782          	-2.8 	3.4        	6.7     	1.028685
130                     	813.9                  	2.7                   	67 	6.0                     	298             	-113.977521	46.855057   	1789 	1789          	-2.9 	3.3        	6.7     	1.028063
131                     	813.2                  	2.6                   	67 	6.0                     	298             	-113.977450	46.855032   	1796 	1795          	-2.9 	3.3        	6.7     	1.027441
132                     	812.5                  	2.6                   	67 	6.0                     	297             	-113.977379	46.855007   	1802 	1802          	-2.9 	3.2        	6.7     	1.026820
133                     	811.9                  	2.5                   	67 	6.0                     	297             	-113.977309	46.854982   	1809 	1809          	-2.9 	3.1        	6.7     	1.026200
134                     	811.2                  	2.4                   	67 	6.0                     	297             	-113.977238	46.854957   	1816 	1815          	-2.9 	3.1        	6.7     	1.025581
135                     	810.5                  	2.4                   	68 	6.0                     	296             	-113.977167	46.854932   	1822 	1822          	-3.0 	3.0        	6.7     	1.024961
136                     	809.9                  	2.3                   	68 	6.0                     	296             	-113.977095	46.854908   	1829 	1829          	-3.0 	3.0        	6.7     	1.024343
137                     	809.2                  	2.3                   	68 	6.1                     	296             	-113.977015	46.854890   	1836 	1836          	-3.0 	2.9        	6.7     	1.023725
138                     	808.5                  	2.2                   	68 	6.1                     	295             	-113.976935	46.854872   	1843 	1842          	-3.0 	2.8        	6.7     	1.023107
139                     	807.8                  	2.1                   	68 	6.1                     	295             	-113.976856	46.854854   	1849 	1849          	-3.0 	2.8        	6.7     	1.022492
140                     	807.2                  	2.1                   	69 	6.1                     	295             	-113.976776	46.854836   	1856 	1856          	-3.1 	2.7        	6.7     	1.021877
141                     	806.5                  	2.0                   	69 	6.1                     	294             	-113.976697	46.854818   	1863 	1862          	-3.1 	2.6        	6.7     	1.021262
142                     	805.8                  	2.0                   	69 	6.1                     	294             	-113.976617	46.854801   	1869 	1869          	-3.1 	2.6        	6.7     	1.020636
143                     	805.2                  	1.9                   	69 	6.1                     	294             	-113.976538	46.854783   	1876 	1876          	-3.1 	2.5        	6.7     	1.020009
144                     	804.5                  	1.8                   	69 	6.2                     	293             	-113.976458	46.854765   	1883 	1882          	-3.1 	2.5        	6.7     	1.019382
145                     	803.9                  	1.8                   	70 	6.2                     	293             	-113.976379	46.854747   	1889 	1889          	-3.1 	2.4        	6.7     	1.018754
146                     	803.2                  	1.7                   	70 	6.2                     	293             	-113.976299	46.854729   	1896 	1896          	-3.1 	2.3        	6.7     	1.018127
147                     	802.5                  	1.7                   	70 	6.2                     	292             	-113.976220	46.854711   	1903 	1902          	-3.2 	2.3        	6.7     	1.017501
148                     	801.9                  	1.6                   	70 	6.2                     	292             	-113.976140	46.854693   	1909 	1909          	-3.2 	2.2        	6.7     	1.016874
149                     	801.2                  	1.5                   	71 	6.2                     	292             	-113.976061	46.854675   	1916 	1916          	-3.2 	2.2        	6.7     	1.016249
150                     	800.5                  	1.5                   	71 	6.2                     	291             	-113.975981	46.854657   	1923 	1922          	-3.2 	2.1        	6.7     	1.015623
151                     	799.9                  	1.4                   	71 	6.3                     	291             	-113.975902	46.854639   	1929 	1929          	-3.2 	2.1        	6.7     	1.014997
152                     	799.2                  	1.4                   	71 	6.3                     	291             	-113.975822	46.854621   	1936 	1936          	-3.2 	2.0        	6.7     	1.014372
153                     	798.5                  	1.3                   	71 	6.3                     	291             	-113.975743	46.854603   	1943 	1942          	-3.2 	1.9        	6.7     	1.013747
154                     	797.9                  	1.3                   	72 	6.3                     	290             	-113.975663	46.854585   	1949 	1949          	-3.3 	1.9        	6.7     	1.013122
155                     	797.2                  	1.2                   	72 	6.3                     	290             	-113.975584	46.854567   	1956 	1956          	-3.3 	1.8        	6.7     	1.012502
156                     	796.6                  	1.1                   	72 	6.3                     	290             	-113.975504	46.854549   	1963 	1962          	-3.3 	1.8        	6.7     	1.011890
157                     	795.9                  	1.1                   	72 	6.3                     	289             	-113.975425	46.854531   	1969 	1969          	-3.3 	1.7        	6.7     	1.011277
158                     	795.2                  	1.0                   	72 	6.3                     	289             	-113.975345	46.854513   	1976 	1976          	-3.4 	1.6        	6.7     	1.010664
159                     	794.6                  	1.0                   	73 	6.4                     	289             	-113.975266	46.854495   	1983 	1982          	-3.4 	1.6        	6.7     	1.010052
160                     	793.9                  	0.9                   	73 	6.4                     	289             	-113.975186	46.854477   	1989 	1989          	-3.4 	1.5        	6.7     	1.009441
161                     	793.3                  	0.8                   	73 	6.4                     	288             	-113.975107	46.854459   	1996 	1996          	-3.4 	1.4        	6.7     	1.008829
162                     	792.6                  	0.8                   	73 	6.4                     	288             	-113.975027	46.854441   	2003 	2002          	-3.5 	1.4        	6.7     	1.008219
163                     	791.9                  	0.7                   	73 	6.4                     	288             	-113.974948	46.854423   	2009 	2009          	-3.5 	1.3        	6.7     	1.007600
164                     	791.3                  	0.6                   	73 	6.4                     	288             	-113.974868	46.854405   	2016 	2016          	-3.5 	1.3        	6.7     	1.006982
165                     	790.6                  	0.6                   	74 	6.4                     	287             	-113.974789	46.854387   	2023 	2022          	-3.6 	1.2        	6.7     	1.006365
166                     	790.0                  	0.5                   	74 	6.5                     	287             	-113.974708	46.854369   	2030 	2029          	-3.6 	1.1        	6.7     	1.005747
167                     	789.3                  	0.5                   	74 	6.5                     	287             	-113.974623	46.854351   	2036 	2036          	-3.6 	1.1        	6.8     	1.005131
168                     	788.6                  	0.4                   	74 	6.5                     	287             	-113.974538	46.854333   	2043 	2043          	-3.7 	1.0        	6.8     	1.004514
169                     	788.0                  	0.3                   	74 	6.5                     	286             	-113.974454	46.854315   	2050 	2050          	-3.7 	0.9        	6.8     	1.003884
170                     	787.3                  	0.3                   	74 	6.5                     	286             	-113.974369	46.854297   	2057 	2056          	-3.7 	0.9        	6.8     	1.003250
171                     	786.6                  	0.2                   	74 	6.5                     	286             	-113.974284	46.854279   	2064 	2063          	-3.8 	0.8        	6.8     	1.002617
172                     	786.0                  	0.2                   	75 	6.5                     	286             	-113.974200	46.854260   	2070 	2070          	-3.8 	0.8        	6.8     	1.001984
173                     	785.3                  	0.1                   	75 	6.6                     	286             	-113.974115	46.854242   	2077 	2077          	-3.8 	0.7        	6.8     	1.001352
174                     	784.6                  	0.0                   	75 	6.6                     	286             	-113.974030	46.854224   	2084 	2084          	-3.9 	0.6        	6.8     	1.000720
175                     	784.0                  	0.0                   	75 	6.6                     	286             	-113.973945	46.854206   	2091 	2091          	-3.9 	0.6        	6.8     	1.000088
176                     	783.3                  	-0.1                  	75 	6.6                     	286             	-113.973861	46.854188   	2098 	2097          	-3.9 	0.5        	6.8     	0.999455
177                     	782.6                  	-0.1                  	75 	6.6                     	286             	-113.973776	46.854170   	2105 	2104          	-4.0 	0.5        	6.8     	0.998824
178                     	782.0                  	-0.2                  	75 	6.6                     	286             	-113.973691	46.854152   	2111 	2111          	-4.0 	0.4        	6.8     	0.998192
179                     	781.3                  	-0.3                  	75 	6.6                     	287             	-113.973607	46.854133   	2118 	2118          	-4.1 	0.3        	6.8     	0.997562
180                     	780.6                  	-0.3                  	76 	6.6                     	287             	-113.973522	46.854115   	2125 	2125          	-4.1 	0.3        	6.8     	0.996931
181                     	780.0                  	-0.4                  	76 	6.7                     	287             	-113.973437	46.854097   	2132 	2131          	-4.1 	0.2        	6.8     	0.996300
182                     	779.3                  	-0.4                  	76 	6.7                     	287             	-113.973352	46.854079   	2139 	2138          	-4.2 	0.2        	6.8     	0.995670
183                     	778.6                  	-0.5                  	76 	6.7                     	287             	-113.973268	46.854061   	2146 	2145          	-4.2 	0.1        	6.8     	0.995042
184                     	778.0                  	-0.6                  	76 	6.7                     	287             	-113.973183	46.854043   	2152 	2152          	-4.3 	0.0        	6.8     	0.994416
185                     	777.3                  	-0.6                  	76 	6.7                     	287             	-113.973098	46.854025   	2159 	2159          	-4.3 	0.0        	6.8     	0.993790
186                     	776.6                  	-0.7                  	76 	6.7                     	287             	-113.973014	46.854006   	2166 	2166          	-4.3 	-0.1       	6.8     	0.993164
187                     	776.0                  	-0.7                  	76 	6.7                     	287             	-113.972929	46.853988   	2173 	2172          	-4.4 	-0.2       	6.8     	0.992538
188                     	775.3                  	-0.8                  	76 	6.7                     	287             	-113.972844	46.853970   	2180 	2179          	-4.4 	-0.2       	6.8     	0.991912
189                     	774.7                  	-0.9                  	76 	6.8                     	287             	-113.972759	46.853952   	2187 	2186          	-4.5 	-0.3       	6.8     	0.991287
190                     	774.0                  	-0.9                  	76 	6.8                     	287             	-113.972675	46.853934   	2193 	2193          	-4.5 	-0.3       	6.8     	0.990662
191                     	773.3                  	-1.0                  	77 	6.8                     	287             	-113.972590	46.853916   	2200 	2200          	-4.6 	-0.4       	6.8     	0.990037
192                     	772.7                  	-1.0                  	77 	6.8                     	287             	-113.972505	46.853898   	2207 	2206          	-4.6 	-0.5       	6.8     	0.989413
193                     	772.0                  	-1.1                  	77 	6.8                     	287             	-113.972421	46.853879   	2214 	2213          	-4.7 	-0.5       	6.8     	0.988792
