Profile Data:
Time                    	UTC Time               	P                  	T    	 	Hu           	Ws   	Wd 	Geopot	Dewp.
[sec]                   	[HH:mm:ss]             	[hPa]              	[°C] 	 	[%]          	[m/s]	[°]	[m]   	[°C]
786                     	16:45:57               	583.4              	-2.4 	 	46           	21.0 	272	4627  	-12.5
788                     	16:45:59               	582.8              	-2.5 	 	45           	20.9 	272	4634  	-12.6
790                     	16:46:01               	582.3              	-2.6 	 	45           	20.9 	272	4642  	-12.7
792                     	16:46:03               	581.7              	-2.6 	 	45           	20.9 	273	4649  	-12.7
794                     	16:46:05               	581.2              	-2.7 	 	45           	20.9 	273	4656  	-12.8
796                     	16:46:07               	580.7              	-2.7 	 	45           	20.8 	273	4664  	-12.8
798                     	16:46:09               	580.1              	-2.8 	 	45           	20.7 	273	4671  	-12.9
800                     	16:46:11               	579.6              	-2.8 	 	45           	20.7 	273	4679  	-12.9
802                     	16:46:13               	579.0              	-2.9 	 	45           	20.7 	274	4686  	-13.0
804                     	16:46:15               	578.5              	-2.9 	 	45           	20.6 	274	4693  	-13.0
806                     	16:46:17               	578.0              	-3.0 	 	45           	20.6 	274	4701  	-13.1
808                     	16:46:19               	577.4              	-3.1 	 	45           	20.5 	274	4708  	-13.1
810                     	16:46:21               	576.9              	-3.1 	 	45           	20.4 	274	4715  	-13.2
812                     	16:46:23               	576.4              	-3.2 	 	45           	20.2 	274	4722  	-13.3
814                     	16:46:25               	575.9              	-3.2 	 	45           	20.1 	274	4729  	-13.4
816                     	16:46:27               	575.4              	-3.3 	 	45           	20.0 	274	4737  	-13.5
818                     	16:46:29               	574.8              	-3.3 	 	44           	20.0 	274	4744  	-13.6
820                     	16:46:31               	574.3              	-3.4 	 	44           	19.8 	274	4751  	-13.8
822                     	16:46:33               	573.8              	-3.4 	 	44           	19.6 	274	4758  	-13.9
824                     	16:46:35               	573.3              	-3.5 	 	44           	19.4 	274	4766  	-14.0
826                     	16:46:37               	572.7              	-3.5 	 	43           	19.2 	274	4773  	-14.3
828                     	16:46:39               	572.2              	-3.6 	 	42           	19.1 	274	4780  	-14.6
830                     	16:46:41               	571.7              	-3.6 	 	41           	19.0 	274	4787  	-14.9
832                     	16:46:43               	571.2              	-3.6 	 	40           	18.9 	274	4794  	-15.3
834                     	16:46:45               	570.7              	-3.6 	 	38           	18.7 	274	4801  	-15.8
836                     	16:46:47               	570.2              	-3.6 	 	36           	18.5 	273	4808  	-16.3
838                     	16:46:49               	569.7              	-3.6 	 	35           	18.4 	273	4815  	-16.9
840                     	16:46:51               	569.2              	-3.6 	 	33           	18.3 	273	4822  	-17.5
842                     	16:46:53               	568.8              	-3.6 	 	31           	18.2 	272	4828  	-18.1
844                     	16:46:55               	568.3              	-3.6 	 	30           	18.2 	272	4834  	-18.7
846                     	16:46:57               	567.9              	-3.6 	 	28           	18.1 	272	4840  	-19.2
848                     	16:46:59               	567.5              	-3.6 	 	27           	18.1 	272	4846  	-19.6
850                     	16:47:01               	567.1              	-3.5 	 	27           	18.0 	271	4852  	-19.9
852                     	16:47:03               	566.6              	-3.5 	 	26           	18.0 	271	4857  	-20.0
854                     	16:47:05               	566.2              	-3.5 	 	26           	18.0 	271	4863  	-20.1
856                     	16:47:07               	565.8              	-3.5 	 	26           	18.0 	271	4868  	-20.1
858                     	16:47:09               	565.4              	-3.5 	 	26           	18.0 	270	4874  	-20.1
860                     	16:47:11               	565.0              	-3.5 	 	26           	18.1 	270	4880  	-19.9
862                     	16:47:13               	564.6              	-3.5 	 	27           	18.2 	270	4886  	-19.9
864                     	16:47:15               	564.2              	-3.5 	 	27           	18.2 	270	4892  	-19.9
866                     	16:47:17               	563.8              	-3.5 	 	26           	18.3 	270	4897  	-20.0
868                     	16:47:19               	563.4              	-3.5 	 	26           	18.4 	270	4902  	-20.3
870                     	16:47:21               	563.0              	-3.6 	 	25           	18.4 	270	4908  	-20.5
872                     	16:47:23               	562.6              	-3.6 	 	25           	18.4 	270	4913  	-20.8
874                     	16:47:25               	562.3              	-3.6 	 	24           	18.4 	270	4918  	-21.0
876                     	16:47:27               	561.9              	-3.6 	 	24           	18.4 	270	4924  	-21.1
878                     	16:47:29               	561.5              	-3.6 	 	24           	18.4 	270	4930  	-21.2
880                     	16:47:31               	561.0              	-3.7 	 	24           	18.4 	271	4935  	-21.2
882                     	16:47:33               	560.6              	-3.7 	 	24           	18.3 	271	4941  	-21.0
884                     	16:47:35               	560.2              	-3.7 	 	25           	18.2 	271	4947  	-20.8
886                     	16:47:37               	559.8              	-3.8 	 	25           	18.1 	271	4953  	-20.6
888                     	16:47:39               	559.4              	-3.8 	 	26           	17.9 	271	4959  	-20.5
890                     	16:47:41               	559.0              	-3.8 	 	26           	17.8 	272	4965  	-20.4
892                     	16:47:43               	558.6              	-3.9 	 	26           	17.7 	272	4971  	-20.4
894                     	16:47:45               	558.2              	-3.9 	 	26           	17.5 	272	4976  	-20.4
896                     	16:47:47               	557.8              	-3.9 	 	26           	17.4 	272	4981  	-20.5
898                     	16:47:49               	557.4              	-3.9 	 	26           	17.3 	271	4987  	-20.6
900                     	16:47:51               	557.0              	-4.0 	 	26           	17.2 	271	4993  	-20.7
902                     	16:47:53               	556.6              	-4.0 	 	26           	17.0 	271	4999  	-20.7
904                     	16:47:55               	556.2              	-4.0 	 	26           	16.9 	271	5004  	-20.7
906                     	16:47:57               	555.8              	-4.0 	 	26           	16.8 	272	5010  	-20.7
908                     	16:47:59               	555.4              	-4.0 	 	26           	16.7 	272	5015  	-20.6
910                     	16:48:01               	555.1              	-4.0 	 	26           	16.6 	272	5020  	-20.5
912                     	16:48:03               	554.7              	-4.1 	 	27           	16.5 	272	5025  	-20.3
914                     	16:48:05               	554.3              	-4.1 	 	27           	16.4 	272	5031  	-20.1
916                     	16:48:07               	553.9              	-4.1 	 	28           	16.3 	272	5036  	-19.8
918                     	16:48:09               	553.6              	-4.1 	 	29           	16.3 	272	5041  	-19.5
920                     	16:48:11               	553.2              	-4.1 	 	30           	16.2 	272	5046  	-19.2
922                     	16:48:13               	552.9              	-4.1 	 	31           	16.2 	272	5051  	-18.8
924                     	16:48:15               	552.6              	-4.2 	 	31           	16.2 	272	5056  	-18.5
926                     	16:48:17               	552.2              	-4.2 	 	32           	16.2 	271	5061  	-18.2
928                     	16:48:19               	551.8              	-4.2 	 	33           	16.2 	271	5066  	-17.8
930                     	16:48:21               	551.4              	-4.2 	 	34           	16.2 	271	5072  	-17.6
932                     	16:48:23               	551.1              	-4.2 	 	34           	16.2 	271	5077  	-17.5
934                     	16:48:25               	550.7              	-4.2 	 	34           	16.2 	271	5083  	-17.7
936                     	16:48:27               	550.3              	-4.2 	 	34           	16.2 	271	5088  	-17.7
938                     	16:48:29               	549.9              	-4.2 	 	34           	16.1 	272	5093  	-17.8
940                     	16:48:31               	549.6              	-4.2 	 	33           	16.1 	272	5098  	-17.9
942                     	16:48:33               	549.2              	-4.1 	 	33           	16.1 	272	5104  	-17.9
944                     	16:48:35               	548.8              	-4.1 	 	33           	16.0 	272	5109  	-17.9
946                     	16:48:37               	548.5              	-4.1 	 	33           	16.0 	272	5115  	-17.9
948                     	16:48:39               	548.1              	-4.1 	 	33           	15.9 	272	5120  	-17.9
950                     	16:48:41               	547.8              	-4.1 	 	33           	15.8 	272	5124  	-17.8
952                     	16:48:43               	547.4              	-4.1 	 	33           	15.7 	272	5129  	-17.7
954                     	16:48:45               	547.1              	-4.1 	 	34           	15.6 	272	5134  	-17.6
956                     	16:48:47               	546.7              	-4.1 	 	34           	15.5 	272	5139  	-17.6
958                     	16:48:49               	546.4              	-4.2 	 	34           	15.5 	272	5144  	-17.6
960                     	16:48:51               	546.0              	-4.2 	 	34           	15.5 	273	5149  	-17.6
962                     	16:48:53               	545.6              	-4.2 	 	34           	15.5 	273	5155  	-17.7
964                     	16:48:55               	545.2              	-4.2 	 	34           	15.5 	273	5160  	-17.8
966                     	16:48:57               	544.8              	-4.3 	 	33           	15.5 	273	5167  	-18.0
968                     	16:48:59               	544.4              	-4.3 	 	33           	15.6 	273	5173  	-18.2
970                     	16:49:01               	544.0              	-4.3 	 	32           	15.6 	274	5179  	-18.4
972                     	16:49:03               	543.6              	-4.3 	 	32           	15.7 	274	5185  	-18.6
974                     	16:49:05               	543.2              	-4.3 	 	31           	15.7 	274	5191  	-18.8
976                     	16:49:07               	542.8              	-4.4 	 	31           	15.8 	275	5196  	-19.0
978                     	16:49:09               	542.4              	-4.4 	 	30           	16.0 	275	5202  	-19.2
980                     	16:49:11               	542.0              	-4.4 	 	29           	16.0 	275	5208  	-19.5
982                     	16:49:13               	541.6              	-4.4 	 	29           	16.1 	276	5213  	-19.7
984                     	16:49:15               	541.3              	-4.5 	 	28           	16.1 	276	5219  	-20.0
986                     	16:49:17               	540.9              	-4.5 	 	27           	16.2 	276	5224  	-20.4
988                     	16:49:19               	540.5              	-4.5 	 	27           	16.3 	277	5230  	-20.8
990                     	16:49:21               	540.1              	-4.6 	 	26           	16.4 	277	5235  	-21.2
992                     	16:49:23               	539.7              	-4.6 	 	25           	16.5 	277	5241  	-21.7
994                     	16:49:25               	539.4              	-4.7 	 	24           	16.5 	277	5246  	-22.2
996                     	16:49:27               	539.0              	-4.7 	 	23           	16.6 	277	5251  	-22.7
998                     	16:49:29               	538.6              	-4.7 	 	21           	16.6 	277	5257  	-23.3
1000                    	16:49:31               	538.2              	-4.8 	 	20           	16.7 	277	5263  	-24.1
1002                    	16:49:33               	537.9              	-4.8 	 	19           	16.7 	277	5268  	-24.9
1004                    	16:49:35               	537.5              	-4.8 	 	18           	16.8 	277	5273  	-25.6
1006                    	16:49:37               	537.1              	-4.8 	 	16           	16.8 	277	5279  	-26.4
1008                    	16:49:39               	536.8              	-4.9 	 	15           	16.9 	277	5284  	-27.1
1010                    	16:49:41               	536.4              	-4.9 	 	15           	16.9 	277	5289  	-27.7
1012                    	16:49:43               	536.0              	-4.9 	 	14           	16.9 	277	5295  	-28.1
1014                    	16:49:45               	535.7              	-5.0 	 	14           	16.9 	277	5300  	-28.5
1016                    	16:49:47               	535.3              	-5.0 	 	14           	16.9 	277	5306  	-28.6
1018                    	16:49:49               	534.9              	-5.1 	 	14           	16.9 	277	5311  	-28.6
1020                    	16:49:51               	534.6              	-5.1 	 	14           	16.9 	277	5316  	-28.5
1022                    	16:49:53               	534.2              	-5.2 	 	14           	16.9 	277	5321  	-28.3
1024                    	16:49:55               	533.9              	-5.2 	 	15           	16.9 	278	5326  	-28.0
1026                    	16:49:57               	533.5              	-5.2 	 	15           	16.9 	278	5332  	-27.7
1028                    	16:49:59               	533.1              	-5.3 	 	15           	16.9 	278	5337  	-27.4
1030                    	16:50:01               	532.8              	-5.3 	 	16           	17.0 	278	5343  	-27.1
1032                    	16:50:03               	532.4              	-5.4 	 	16           	17.0 	279	5348  	-26.7
1034                    	16:50:05               	532.0              	-5.4 	 	17           	17.0 	279	5354  	-26.4
1036                    	16:50:07               	531.6              	-5.5 	 	18           	17.1 	279	5360  	-26.0
1038                    	16:50:09               	531.2              	-5.5 	 	19           	17.1 	279	5365  	-25.6
1040                    	16:50:11               	530.8              	-5.6 	 	19           	17.2 	279	5371  	-25.3
1042                    	16:50:13               	530.4              	-5.6 	 	20           	17.2 	279	5377  	-24.9
1044                    	16:50:15               	530.0              	-5.7 	 	21           	17.3 	279	5383  	-24.4
1046                    	16:50:17               	529.6              	-5.8 	 	22           	17.4 	279	5389  	-24.0
1048                    	16:50:19               	529.3              	-5.8 	 	23           	17.4 	279	5395  	-23.6
1050                    	16:50:21               	528.9              	-5.9 	 	24           	17.5 	279	5400  	-23.2
1052                    	16:50:23               	528.5              	-5.9 	 	24           	17.5 	278	5406  	-23.1
1054                    	16:50:25               	528.1              	-6.0 	 	24           	17.5 	278	5411  	-23.1
1056                    	16:50:27               	527.7              	-6.0 	 	24           	17.6 	278	5417  	-23.1
1058                    	16:50:29               	527.3              	-6.0 	 	24           	17.6 	278	5423  	-23.0
1060                    	16:50:31               	526.9              	-6.0 	 	25           	17.7 	278	5429  	-22.9
1062                    	16:50:33               	526.5              	-6.1 	 	25           	17.7 	278	5435  	-22.8
1064                    	16:50:35               	526.1              	-6.1 	 	25           	17.6 	278	5441  	-22.7
1066                    	16:50:37               	525.7              	-6.2 	 	26           	17.6 	278	5447  	-22.6
1068                    	16:50:39               	525.3              	-6.2 	 	26           	17.6 	278	5453  	-22.5
1070                    	16:50:41               	524.9              	-6.3 	 	26           	17.6 	278	5459  	-22.4
1072                    	16:50:43               	524.5              	-6.4 	 	27           	17.5 	277	5466  	-22.2
1074                    	16:50:45               	524.1              	-6.4 	 	27           	17.5 	277	5472  	-22.0
1076                    	16:50:47               	523.7              	-6.5 	 	28           	17.5 	277	5478  	-21.8
1078                    	16:50:49               	523.2              	-6.6 	 	29           	17.4 	278	5484  	-21.7
1080                    	16:50:51               	522.8              	-6.6 	 	29           	17.4 	278	5490  	-21.5
1082                    	16:50:53               	522.4              	-6.7 	 	30           	17.3 	278	5496  	-21.3
1084                    	16:50:55               	522.0              	-6.7 	 	31           	17.3 	278	5502  	-21.1
1086                    	16:50:57               	521.6              	-6.7 	 	31           	17.3 	278	5509  	-20.9
1088                    	16:50:59               	521.2              	-6.8 	 	31           	17.3 	278	5515  	-20.8
1090                    	16:51:01               	520.8              	-6.8 	 	32           	17.3 	278	5521  	-20.8
1092                    	16:51:03               	520.3              	-6.8 	 	32           	17.2 	278	5527  	-20.8
1094                    	16:51:05               	519.9              	-6.9 	 	32           	17.2 	278	5534  	-20.8
1096                    	16:51:07               	519.5              	-6.9 	 	31           	17.2 	278	5540  	-20.9
1098                    	16:51:09               	519.0              	-6.9 	 	31           	17.2 	278	5547  	-21.0
1100                    	16:51:11               	518.6              	-7.0 	 	31           	17.2 	278	5554  	-21.1
1102                    	16:51:13               	518.1              	-7.0 	 	31           	17.1 	279	5561  	-21.1
1104                    	16:51:15               	517.7              	-7.0 	 	31           	17.1 	279	5568  	-21.2
1106                    	16:51:17               	517.2              	-7.0 	 	31           	17.0 	279	5575  	-21.2
1108                    	16:51:19               	516.7              	-7.1 	 	31           	16.9 	279	5582  	-21.1
1110                    	16:51:21               	516.2              	-7.1 	 	32           	16.9 	279	5590  	-21.0
1112                    	16:51:23               	515.7              	-7.1 	 	32           	16.8 	279	5597  	-20.8
1114                    	16:51:25               	515.2              	-7.2 	 	33           	16.7 	279	5605  	-20.7
1116                    	16:51:27               	514.7              	-7.3 	 	33           	16.6 	278	5612  	-20.5
1118                    	16:51:29               	514.2              	-7.3 	 	34           	16.5 	278	5619  	-20.4
1120                    	16:51:31               	513.8              	-7.4 	 	34           	16.4 	278	5626  	-20.3
1122                    	16:51:33               	513.3              	-7.5 	 	35           	16.3 	278	5634  	-20.3
1124                    	16:51:35               	512.8              	-7.5 	 	35           	16.2 	278	5642  	-20.2
1126                    	16:51:37               	512.3              	-7.6 	 	35           	16.1 	278	5649  	-20.2
1128                    	16:51:39               	511.7              	-7.7 	 	35           	16.0 	278	5657  	-20.2
1130                    	16:51:41               	511.2              	-7.8 	 	36           	15.9 	277	5665  	-20.2
1132                    	16:51:43               	510.7              	-7.8 	 	36           	15.8 	277	5673  	-20.2
1134                    	16:51:45               	510.2              	-7.9 	 	36           	15.6 	277	5681  	-20.2
1136                    	16:51:47               	509.6              	-7.9 	 	36           	15.5 	277	5689  	-20.3
1138                    	16:51:49               	509.1              	-8.0 	 	36           	15.4 	277	5697  	-20.3
1140                    	16:51:51               	508.6              	-8.0 	 	36           	15.4 	277	5705  	-20.4
1142                    	16:51:53               	508.1              	-8.1 	 	36           	15.3 	276	5713  	-20.4
1144                    	16:51:55               	507.5              	-8.2 	 	36           	15.2 	276	5722  	-20.5
1146                    	16:51:57               	507.0              	-8.2 	 	36           	15.0 	276	5729  	-20.6
1148                    	16:51:59               	506.5              	-8.3 	 	36           	14.9 	276	5737  	-20.6
1150                    	16:52:01               	506.0              	-8.4 	 	36           	14.7 	276	5745  	-20.7
1152                    	16:52:03               	505.4              	-8.4 	 	36           	14.6 	276	5753  	-20.7
1154                    	16:52:05               	504.9              	-8.5 	 	36           	14.5 	276	5762  	-20.8
1156                    	16:52:07               	504.4              	-8.6 	 	36           	14.4 	277	5770  	-20.9
1158                    	16:52:09               	503.8              	-8.7 	 	36           	14.3 	276	5778  	-20.9
1160                    	16:52:11               	503.3              	-8.7 	 	36           	14.3 	276	5786  	-20.9
1162                    	16:52:13               	502.7              	-8.8 	 	36           	14.2 	276	5795  	-20.9
1164                    	16:52:15               	502.2              	-8.8 	 	37           	14.2 	276	5803  	-20.9
1166                    	16:52:17               	501.6              	-8.9 	 	37           	14.3 	276	5812  	-20.9
1168                    	16:52:19               	501.0              	-8.9 	 	37           	14.3 	276	5821  	-20.9
1170                    	16:52:21               	500.5              	-8.9 	 	37           	14.4 	276	5830  	-20.9
1172                    	16:52:23               	499.9              	-9.0 	 	37           	14.4 	276	5839  	-21.0
1174                    	16:52:25               	499.3              	-9.0 	 	36           	14.5 	276	5848  	-21.2
1176                    	16:52:27               	498.7              	-9.1 	 	36           	14.6 	276	5857  	-21.2
1178                    	16:52:29               	498.1              	-9.1 	 	36           	14.6 	276	5867  	-21.3
1180                    	16:52:31               	497.5              	-9.2 	 	36           	14.7 	276	5876  	-21.4
1182                    	16:52:33               	496.9              	-9.3 	 	36           	14.7 	275	5886  	-21.4
1184                    	16:52:35               	496.3              	-9.4 	 	36           	14.8 	275	5895  	-21.4
1186                    	16:52:37               	495.6              	-9.5 	 	37           	14.8 	275	5905  	-21.5
1188                    	16:52:39               	495.0              	-9.5 	 	37           	14.9 	275	5915  	-21.5
1190                    	16:52:41               	494.4              	-9.6 	 	37           	14.9 	274	5924  	-21.5
1192                    	16:52:43               	493.8              	-9.7 	 	37           	15.0 	274	5933  	-21.6
1194                    	16:52:45               	493.2              	-9.8 	 	37           	15.0 	274	5943  	-21.6
1196                    	16:52:47               	492.6              	-9.9 	 	37           	15.0 	273	5952  	-21.7
1198                    	16:52:49               	492.0              	-9.9 	 	37           	15.1 	273	5961  	-21.8
1200                    	16:52:51               	491.4              	-10.0	 	37           	15.1 	272	5971  	-21.9
1202                    	16:52:53               	490.8              	-10.0	 	36           	15.1 	272	5981  	-20.9
1204                    	16:52:55               	490.1              	-10.1	 	36           	15.2 	272	5991  	-21.1
1206                    	16:52:57               	489.5              	-10.1	 	35           	15.2 	271	6002  	-21.3
1208                    	16:52:59               	488.6              	-10.1	 	35           	15.2 	271	6015  	-21.6
1210                    	16:53:01               	487.8              	-10.1	 	34           	15.1 	270	6027  	-21.9
1212                    	16:53:03               	487.0              	-10.2	 	33           	15.1 	270	6040  	-22.2
1214                    	16:53:05               	486.2              	-10.2	 	32           	15.0 	270	6054  	-22.4
1216                    	16:53:07               	485.3              	-10.3	 	31           	15.0 	270	6068  	-22.7
1218                    	16:53:09               	484.4              	-10.3	 	31           	14.9 	269	6081  	-22.9
1220                    	16:53:11               	483.6              	-10.4	 	30           	14.9 	269	6094  	-23.2
1222                    	16:53:13               	482.8              	-10.5	 	30           	14.7 	269	6108  	-23.3
1224                    	16:53:15               	481.9              	-10.6	 	30           	14.6 	269	6121  	-23.5
1226                    	16:53:17               	481.1              	-10.8	 	30           	14.5 	269	6134  	-23.6
1228                    	16:53:19               	480.2              	-10.9	 	30           	14.4 	269	6148  	-23.8
1230                    	16:53:21               	479.4              	-11.0	 	30           	14.3 	269	6162  	-23.9
1232                    	16:53:23               	478.5              	-11.2	 	30           	14.3 	269	6175  	-24.0
1234                    	16:53:25               	477.6              	-11.3	 	30           	14.1 	268	6189  	-24.2
1236                    	16:53:27               	476.8              	-11.4	 	30           	13.9 	268	6204  	-24.3
1238                    	16:53:29               	475.9              	-11.5	 	29           	13.6 	267	6218  	-24.4
1240                    	16:53:31               	475.0              	-11.6	 	29           	13.4 	267	6232  	-24.6
1242                    	16:53:33               	474.1              	-11.7	 	29           	13.2 	266	6246  	-24.7
1244                    	16:53:35               	473.3              	-11.8	 	29           	13.1 	266	6260  	-24.9
1246                    	16:53:37               	472.4              	-11.9	 	29           	12.9 	265	6274  	-25.0
1248                    	16:53:39               	471.5              	-12.0	 	29           	12.7 	263	6288  	-25.1
1250                    	16:53:41               	470.6              	-12.1	 	29           	12.5 	262	6303  	-25.3
1252                    	16:53:43               	469.8              	-12.2	 	29           	12.3 	260	6317  	-25.4
1254                    	16:53:45               	468.9              	-12.4	 	29           	12.3 	259	6332  	-25.5
1256                    	16:53:47               	468.0              	-12.5	 	28           	12.2 	258	6346  	-25.7
1258                    	16:53:49               	467.1              	-12.6	 	29           	12.2 	257	6361  	-25.8
1260                    	16:53:51               	466.2              	-12.8	 	29           	12.1 	255	6376  	-25.9
1262                    	16:53:53               	465.3              	-12.9	 	29           	12.0 	254	6391  	-26.0
1264                    	16:53:55               	464.4              	-13.1	 	29           	11.9 	252	6405  	-26.1
1266                    	16:53:57               	463.5              	-13.2	 	29           	11.8 	251	6420  	-26.2
1268                    	16:53:59               	462.6              	-13.3	 	29           	11.7 	250	6435  	-26.3
1270                    	16:54:01               	461.7              	-13.5	 	29           	11.7 	249	6450  	-26.5
1272                    	16:54:03               	460.8              	-13.6	 	29           	11.6 	249	6465  	-26.6
1274                    	16:54:05               	459.9              	-13.7	 	29           	11.6 	248	6479  	-26.7
1276                    	16:54:07               	458.9              	-13.8	 	29           	11.7 	248	6495  	-26.8
1278                    	16:54:09               	458.0              	-13.9	 	29           	11.6 	247	6510  	-26.9
1280                    	16:54:11               	457.1              	-14.1	 	29           	11.7 	248	6525  	-27.0
1282                    	16:54:13               	456.2              	-14.2	 	29           	11.8 	248	6541  	-27.1
1284                    	16:54:15               	455.3              	-14.3	 	29           	11.9 	248	6556  	-27.2
1286                    	16:54:17               	454.5              	-14.4	 	29           	12.1 	248	6568  	-27.3
1288                    	16:54:19               	453.8              	-14.5	 	29           	12.3 	248	6580  	-27.4
1290                    	16:54:21               	453.1              	-14.6	 	29           	12.5 	248	6592  	-27.5
1292                    	16:54:23               	452.4              	-14.6	 	29           	12.6 	247	6604  	-27.6
1294                    	16:54:25               	451.7              	-14.7	 	28           	12.7 	247	6616  	-27.7
1296                    	16:54:27               	450.9              	-14.7	 	28           	12.8 	246	6628  	-27.9
1298                    	16:54:29               	450.3              	-14.8	 	28           	12.9 	246	6640  	-28.0
1300                    	16:54:31               	449.6              	-14.8	 	27           	12.8 	245	6651  	-28.1
1302                    	16:54:33               	448.9              	-14.9	 	27           	12.8 	245	6663  	-28.3
1304                    	16:54:35               	448.2              	-15.0	 	27           	12.8 	245	6674  	-28.4
1306                    	16:54:37               	447.5              	-15.0	 	27           	12.7 	245	6685  	-28.4
1308                    	16:54:39               	446.9              	-15.1	 	27           	12.6 	245	6697  	-28.5
1310                    	16:54:41               	446.2              	-15.2	 	27           	12.5 	246	6708  	-28.6
1312                    	16:54:43               	445.6              	-15.3	 	27           	12.4 	246	6719  	-28.7
1314                    	16:54:45               	444.9              	-15.3	 	27           	12.3 	247	6730  	-28.8
1316                    	16:54:47               	444.3              	-15.4	 	27           	12.2 	248	6740  	-28.8
1318                    	16:54:49               	443.6              	-15.5	 	27           	12.2 	248	6751  	-28.9
1320                    	16:54:51               	443.0              	-15.6	 	27           	12.2 	249	6762  	-29.0
1322                    	16:54:53               	442.4              	-15.7	 	27           	12.3 	249	6773  	-29.0
1324                    	16:54:55               	441.8              	-15.8	 	27           	12.3 	250	6783  	-29.1
1326                    	16:54:57               	441.1              	-15.9	 	27           	12.3 	250	6794  	-29.2
1328                    	16:54:59               	440.5              	-16.0	 	27           	12.3 	251	6804  	-29.3
1330                    	16:55:01               	439.9              	-16.1	 	27           	12.4 	252	6815  	-29.4
1332                    	16:55:03               	439.2              	-16.2	 	27           	12.3 	252	6827  	-29.6
1334                    	16:55:05               	438.4              	-16.3	 	27           	12.3 	252	6838  	-29.7
1336                    	16:55:07               	437.7              	-16.4	 	27           	12.2 	252	6852  	-29.7
1338                    	16:55:09               	436.9              	-16.6	 	27           	12.2 	253	6866  	-29.8
1340                    	16:55:11               	436.2              	-16.7	 	27           	12.1 	253	6879  	-29.8
1342                    	16:55:13               	435.5              	-16.8	 	27           	12.1 	253	6891  	-29.9
1344                    	16:55:15               	434.9              	-16.9	 	28           	12.1 	253	6902  	-29.9
1346                    	16:55:17               	434.2              	-17.0	 	28           	12.1 	253	6913  	-29.9
1348                    	16:55:19               	433.6              	-17.1	 	28           	12.1 	254	6923  	-30.0
1350                    	16:55:21               	433.0              	-17.1	 	28           	12.0 	254	6934  	-30.1
1352                    	16:55:23               	432.4              	-17.2	 	28           	12.0 	255	6944  	-30.1
1354                    	16:55:25               	431.8              	-17.3	 	28           	12.0 	256	6955  	-30.2
1356                    	16:55:27               	431.2              	-17.4	 	28           	12.0 	257	6965  	-30.3
1358                    	16:55:29               	430.6              	-17.5	 	28           	12.0 	257	6976  	-30.3
1360                    	16:55:31               	430.0              	-17.5	 	28           	12.0 	258	6986  	-30.4
1362                    	16:55:33               	429.4              	-17.6	 	28           	12.1 	259	6997  	-30.5
1364                    	16:55:35               	428.8              	-17.6	 	28           	12.1 	259	7007  	-30.6
1366                    	16:55:37               	428.2              	-17.7	 	28           	12.2 	260	7018  	-30.6
1368                    	16:55:39               	427.6              	-17.7	 	28           	12.3 	260	7028  	-30.7
1370                    	16:55:41               	426.9              	-17.8	 	27           	12.4 	261	7040  	-30.8
1372                    	16:55:43               	426.3              	-17.8	 	27           	12.4 	261	7051  	-30.9
1374                    	16:55:45               	425.6              	-17.9	 	27           	12.5 	261	7062  	-31.0
1376                    	16:55:47               	425.0              	-18.0	 	27           	12.6 	260	7073  	-31.1
1378                    	16:55:49               	424.4              	-18.0	 	27           	12.7 	260	7084  	-31.1
1380                    	16:55:51               	423.8              	-18.1	 	27           	12.8 	260	7094  	-31.2
1382                    	16:55:53               	423.2              	-18.2	 	27           	12.8 	260	7105  	-31.3
1384                    	16:55:55               	422.6              	-18.2	 	27           	12.9 	260	7116  	-31.4
1386                    	16:55:57               	422.0              	-18.3	 	27           	12.9 	260	7127  	-31.4
1388                    	16:55:59               	421.4              	-18.4	 	27           	13.0 	260	7137  	-31.5
1390                    	16:56:01               	420.8              	-18.5	 	27           	13.0 	260	7147  	-31.5
1392                    	16:56:03               	420.2              	-18.6	 	27           	13.1 	261	7158  	-31.6
1394                    	16:56:05               	419.6              	-18.7	 	27           	13.2 	261	7169  	-31.6
1396                    	16:56:07               	419.0              	-18.8	 	27           	13.2 	261	7180  	-31.7
1398                    	16:56:09               	418.4              	-18.9	 	28           	13.2 	261	7190  	-31.8
1400                    	16:56:11               	417.8              	-19.0	 	28           	13.3 	261	7201  	-31.8
1402                    	16:56:13               	417.2              	-19.1	 	28           	13.3 	261	7212  	-31.9
1404                    	16:56:15               	416.6              	-19.2	 	28           	13.4 	262	7223  	-31.9
1406                    	16:56:17               	415.9              	-19.3	 	28           	13.5 	262	7234  	-31.9
1408                    	16:56:19               	415.3              	-19.4	 	28           	13.6 	262	7245  	-32.0
1410                    	16:56:21               	414.7              	-19.5	 	28           	13.6 	262	7256  	-32.0
1412                    	16:56:23               	414.1              	-19.5	 	29           	13.7 	262	7267  	-32.0
1414                    	16:56:25               	413.5              	-19.6	 	29           	13.7 	262	7278  	-32.0
1416                    	16:56:27               	412.9              	-19.7	 	29           	13.8 	262	7288  	-31.9
1418                    	16:56:29               	412.3              	-19.8	 	29           	13.9 	262	7299  	-32.0
1420                    	16:56:31               	411.7              	-19.9	 	29           	14.0 	262	7310  	-32.1
1422                    	16:56:33               	411.1              	-20.0	 	30           	14.0 	262	7320  	-32.1
1424                    	16:56:35               	410.5              	-20.1	 	30           	14.1 	262	7331  	-32.1
