Flight Information:
Launch Date:       	                        	                        	Wednesday, 29 June 2022	   	                   	   	Launch Time: 	         	    	19:33:43   	        	       	End of Ascent:	           	      	         	00:19:48
Station name:      	                        	                        	                       	   	                   	   	Serialnumber:	         	    	20051121
Ground Values:
Pressure:          	                        	                        	906.7 hPa              	   	                   	   	Temperature: 	         	    	19.6 °C    	        	       	Humidity:     	           	      	         	40 %
Wind direction:    	                        	                        	287 °                  	   	                   	   	Wind speed:  	         	    	2 m/s      	        	       	Cloud group:  	           	      	         	9////
Position:
Longitude:         	                        	                        	-113.985 °             	   	                   	   	Latitude:    	         	    	46.860 °   	        	       	Altitude:     	           	      	         	985 m
Staff:
Company:           	                        	                        	
Operator:          	                        	                        	                       	   	                   	   	
Events:
Highest Point:     	                        	                        	509.5 hPa              	   	                   	   	5834 m
Tropopauses:       	                        	                        	                       	   	                   	   	             	         	    	
Max Winds:         	                        	                        	                       	   	                   	   	             	         	    	
Remarks:

Profile Data:
Time               	UTC Time                	P                       	T                      	Hu 	Ws                 	Wd 	Long.        	Lat.     	Alt 	Geopot     	MRI     	RI     	Dewp.         	Virt. Temp 	Rs    	Elevation	Azimuth 	Range	D
[sec]              	[HH:mm:ss]              	[hPa]                   	[°C]                   	[%]	[m/s]              	[°]	[°]          	[°]      	[m] 	[m]        	        	       	[°C]          	[°C]       	[m/s] 	[°]      	[°]     	[m]  	[kg/m3]
0                  	19:33:43                	906.7                   	19.6                   	40 	2.4                	287	-113.984947  	46.859581	985 	985        	396.649 	242.082	5.7           	20.7       	0.0   	46.9     	000     	1    	1.079157
1                  	19:33:44                	905.9                   	20.7                   	39 	2.5                	249	-113.984902  	46.859593	994 	994        	396.916 	240.937	6.3           	21.9       	9.0   	68.1     	064     	10   	1.074229
2                  	19:33:45                	905.1                   	20.6                   	38 	2.5                	249	-113.984858  	46.859604	1003	1003       	398.167 	240.759	6.0           	21.7       	9.0   	68.2     	067     	20   	1.073582
3                  	19:33:46                	904.3                   	20.5                   	38 	2.5                	249	-113.984813  	46.859616	1010	1010       	399.084 	240.577	5.6           	21.6       	7.1   	66.6     	068     	28   	1.072922
4                  	19:33:47                	903.5                   	20.5                   	38 	2.5                	249	-113.984768  	46.859627	1017	1016       	399.986 	240.396	5.6           	21.6       	6.9   	65.6     	068     	36   	1.072098
5                  	19:33:48                	902.7                   	20.5                   	37 	2.5                	249	-113.984724  	46.859639	1023	1023       	400.829 	240.171	5.5           	21.6       	6.9   	64.9     	068     	43   	1.071128
6                  	19:33:49                	901.9                   	20.5                   	37 	2.7                	253	-113.984679  	46.859650	1030	1030       	401.715 	239.974	5.3           	21.6       	6.9   	64.5     	068     	51   	1.070305
7                  	19:33:50                	901.2                   	20.4                   	37 	5.9                	275	-113.984634  	46.859662	1037	1037       	402.648 	239.839	5.2           	21.5       	6.9   	64.2     	069     	59   	1.069749
8                  	19:33:51                	900.5                   	20.2                   	37 	5.9                	275	-113.984590  	46.859673	1044	1044       	403.674 	239.797	4.9           	21.3       	6.8   	63.9     	069     	66   	1.069590
9                  	19:33:52                	899.8                   	20.0                   	36 	5.9                	275	-113.984545  	46.859685	1051	1050       	404.667 	239.738	4.7           	21.1       	6.7   	63.7     	069     	74   	1.069341
10                 	19:33:53                	899.1                   	19.8                   	36 	5.9                	275	-113.984500  	46.859696	1057	1057       	405.680 	239.715	4.5           	20.9       	6.7   	63.4     	069     	82   	1.069252
11                 	19:33:54                	898.4                   	19.6                   	36 	5.9                	275	-113.984456  	46.859708	1064	1064       	406.699 	239.682	4.3           	20.7       	6.7   	63.3     	069     	89   	1.069116
12                 	19:33:55                	897.7                   	19.4                   	36 	5.9                	275	-113.984411  	46.859719	1070	1070       	407.765 	239.712	4.0           	20.4       	6.7   	63.1     	069     	97   	1.069264
13                 	19:33:56                	897.1                   	19.1                   	36 	5.9                	275	-113.984366  	46.859731	1077	1077       	408.858 	239.753	3.7           	20.1       	6.7   	63.0     	069     	104  	1.069467
14                 	19:33:57                	896.5                   	19.0                   	36 	5.9                	275	-113.984322  	46.859742	1083	1083       	409.814 	239.720	3.5           	19.9       	6.3   	62.8     	069     	112  	1.069341
15                 	19:33:58                	895.8                   	18.8                   	36 	5.9                	275	-113.984258  	46.859730	1089	1089       	410.623 	239.650	3.4           	19.8       	5.6   	62.3     	072     	119  	1.069041
16                 	19:33:59                	895.2                   	18.7                   	36 	5.9                	275	-113.984185  	46.859703	1095	1095       	411.430 	239.562	3.3           	19.7       	5.6   	61.6     	076     	126  	1.068642
17                 	19:34:00                	894.6                   	18.6                   	36 	5.9                	275	-113.984111  	46.859677	1100	1100       	412.238 	239.490	3.2           	19.6       	5.6   	60.9     	080     	133  	1.068311
18                 	19:34:01                	894.0                   	18.4                   	36 	5.9                	275	-113.984037  	46.859651	1106	1106       	413.136 	239.494	3.0           	19.4       	5.6   	60.2     	083     	141  	1.068310
19                 	19:34:02                	893.4                   	18.2                   	36 	5.9                	275	-113.983963  	46.859624	1112	1112       	414.067 	239.546	2.8           	19.1       	5.6   	59.5     	086     	148  	1.068519
20                 	19:34:03                	892.8                   	18.0                   	36 	5.9                	281	-113.983889  	46.859598	1117	1117       	414.943 	239.527	2.7           	18.9       	5.6   	58.8     	088     	156  	1.068404
21                 	19:34:04                	892.2                   	18.0                   	36 	5.9                	284	-113.983815  	46.859572	1123	1123       	415.701 	239.421	2.7           	18.9       	5.5   	58.1     	090     	163  	1.067906
22                 	19:34:05                	891.7                   	17.9                   	36 	5.9                	287	-113.983741  	46.859546	1128	1128       	416.453 	239.310	2.7           	18.8       	5.5   	57.4     	092     	171  	1.067383
23                 	19:34:06                	891.1                   	17.9                   	36 	6.0                	289	-113.983667  	46.859519	1134	1134       	417.199 	239.176	2.7           	18.8       	5.5   	56.9     	094     	179  	1.066765
24                 	19:34:07                	890.5                   	17.9                   	36 	6.0                	291	-113.983593  	46.859493	1139	1139       	417.930 	239.044	2.8           	18.8       	5.5   	56.3     	095     	187  	1.066146
25                 	19:34:08                	889.9                   	17.9                   	36 	6.0                	292	-113.983519  	46.859467	1145	1145       	418.675 	238.925	2.8           	18.8       	5.5   	55.7     	096     	195  	1.065587
26                 	19:34:09                	889.4                   	17.8                   	37 	6.0                	293	-113.983445  	46.859440	1150	1150       	419.471 	238.858	2.8           	18.7       	5.5   	55.2     	098     	202  	1.065251
27                 	19:34:10                	888.8                   	17.7                   	37 	6.1                	294	-113.983371  	46.859414	1156	1156       	420.242 	238.766	2.8           	18.6       	5.4   	54.7     	099     	210  	1.064799
28                 	19:34:11                	888.3                   	17.6                   	37 	6.1                	294	-113.983298  	46.859388	1161	1161       	420.952 	238.675	2.8           	18.6       	5.2   	54.2     	100     	218  	1.064349
29                 	19:34:12                	887.7                   	17.6                   	37 	6.4                	303	-113.983224  	46.859362	1166	1166       	421.666 	238.572	2.9           	18.5       	5.2   	53.7     	100     	226  	1.063842
30                 	19:34:13                	887.2                   	17.6                   	37 	6.4                	303	-113.983150  	46.859335	1171	1171       	422.371 	238.477	2.9           	18.5       	5.2   	53.3     	101     	234  	1.063372
31                 	19:34:14                	886.6                   	17.5                   	38 	6.4                	303	-113.983076  	46.859309	1177	1176       	423.090 	238.379	2.9           	18.4       	5.2   	52.8     	102     	241  	1.062895
32                 	19:34:15                	886.1                   	17.4                   	38 	6.4                	303	-113.983002  	46.859283	1182	1182       	423.796 	238.285	2.9           	18.4       	5.2   	52.4     	102     	249  	1.062436
33                 	19:34:16                	885.5                   	17.4                   	38 	6.4                	303	-113.982928  	46.859256	1187	1187       	424.557 	238.198	2.9           	18.3       	5.4   	52.1     	103     	257  	1.062007
34                 	19:34:17                	885.0                   	17.3                   	38 	6.5                	303	-113.982854  	46.859230	1192	1192       	425.315 	238.108	2.9           	18.3       	5.4   	51.7     	104     	265  	1.061568
35                 	19:34:18                	884.4                   	17.3                   	38 	6.6                	304	-113.982780  	46.859204	1198	1198       	426.079 	238.009	2.9           	18.2       	5.4   	51.4     	104     	273  	1.061088
36                 	19:34:19                	883.9                   	17.2                   	38 	6.6                	304	-113.982706  	46.859178	1203	1203       	426.812 	237.894	3.0           	18.2       	5.4   	51.1     	105     	281  	1.060539
37                 	19:34:20                	883.4                   	17.2                   	39 	6.6                	305	-113.982632  	46.859151	1209	1209       	427.563 	237.797	3.0           	18.2       	5.4   	50.9     	105     	290  	1.060071
38                 	19:34:21                	882.9                   	17.2                   	39 	6.7                	305	-113.982558  	46.859125	1214	1214       	428.243 	237.707	3.0           	18.1       	5.0   	50.5     	105     	297  	1.059633
39                 	19:34:22                	882.4                   	17.1                   	39 	6.7                	305	-113.982485  	46.859099	1218	1218       	428.837 	237.627	3.0           	18.1       	4.3   	50.1     	106     	305  	1.059240
40                 	19:34:23                	882.0                   	17.1                   	39 	6.7                	305	-113.982411  	46.859072	1222	1222       	429.433 	237.548	3.1           	18.0       	4.3   	49.8     	106     	312  	1.058855
41                 	19:34:24                	881.5                   	17.0                   	39 	6.7                	305	-113.982337  	46.859046	1227	1226       	430.023 	237.463	3.1           	18.0       	4.3   	49.4     	107     	319  	1.058449
42                 	19:34:25                	881.0                   	17.0                   	39 	6.7                	305	-113.982263  	46.859020	1231	1231       	430.605 	237.370	3.1           	17.9       	4.3   	49.1     	107     	327  	1.058005
43                 	19:34:26                	880.6                   	17.0                   	39 	6.8                	305	-113.982189  	46.858994	1235	1235       	431.189 	237.294	3.1           	17.9       	4.3   	48.7     	107     	334  	1.057640
44                 	19:34:27                	880.2                   	16.9                   	39 	6.8                	305	-113.982115  	46.858967	1239	1239       	431.755 	237.216	3.1           	17.9       	4.0   	48.4     	107     	341  	1.057270
45                 	19:34:28                	879.8                   	16.9                   	40 	6.8                	305	-113.982041  	46.858941	1243	1243       	432.246 	237.142	3.1           	17.9       	3.7   	48.0     	108     	348  	1.056911
46                 	19:34:29                	879.4                   	16.9                   	40 	6.8                	305	-113.981953  	46.858910	1246	1246       	432.757 	237.072	3.1           	17.8       	3.7   	47.5     	108     	356  	1.056574
47                 	19:34:30                	879.1                   	16.8                   	40 	6.8                	304	-113.981860  	46.858877	1250	1250       	433.256 	237.006	3.1           	17.8       	3.7   	47.0     	108     	364  	1.056254
48                 	19:34:31                	878.7                   	16.8                   	40 	6.8                	304	-113.981766  	46.858844	1254	1254       	433.771 	236.940	3.1           	17.7       	3.7   	46.5     	109     	372  	1.055932
49                 	19:34:32                	878.3                   	16.8                   	40 	6.9                	304	-113.981673  	46.858811	1257	1257       	434.284 	236.888	3.1           	17.7       	3.7   	46.0     	109     	380  	1.055678
50                 	19:34:33                	878.0                   	16.7                   	40 	6.9                	303	-113.981580  	46.858778	1261	1260       	434.728 	236.830	3.1           	17.7       	3.1   	45.5     	109     	388  	1.055394
51                 	19:34:34                	877.7                   	16.7                   	40 	7.0                	303	-113.981487  	46.858745	1263	1263       	435.122 	236.768	3.1           	17.7       	2.9   	45.0     	109     	395  	1.055099
52                 	19:34:35                	877.4                   	16.7                   	40 	7.1                	302	-113.981393  	46.858712	1266	1266       	435.515 	236.706	3.1           	17.6       	2.9   	44.5     	110     	403  	1.054805
53                 	19:34:36                	877.1                   	16.7                   	40 	7.1                	302	-113.981300  	46.858679	1269	1269       	435.911 	236.647	3.1           	17.6       	2.9   	44.0     	110     	411  	1.054522
54                 	19:34:37                	876.8                   	16.6                   	40 	7.1                	301	-113.981207  	46.858646	1272	1272       	436.294 	236.590	3.1           	17.6       	2.9   	43.5     	110     	418  	1.054248
55                 	19:34:38                	876.4                   	16.6                   	41 	7.1                	301	-113.981114  	46.858613	1275	1275       	436.691 	236.531	3.1           	17.6       	2.9   	43.0     	110     	426  	1.053969
56                 	19:34:39                	876.1                   	16.6                   	41 	7.2                	300	-113.981020  	46.858580	1278	1278       	437.118 	236.472	3.2           	17.5       	3.0   	42.6     	110     	434  	1.053682
57                 	19:34:40                	875.8                   	16.5                   	41 	7.2                	300	-113.980927  	46.858547	1281	1281       	437.543 	236.411	3.2           	17.5       	3.2   	42.2     	110     	442  	1.053392
58                 	19:34:41                	875.5                   	16.5                   	41 	7.2                	299	-113.980834  	46.858514	1284	1284       	437.987 	236.351	3.2           	17.5       	3.2   	41.8     	111     	450  	1.053110
59                 	19:34:42                	875.2                   	16.5                   	41 	7.3                	298	-113.980741  	46.858481	1288	1287       	438.435 	236.298	3.2           	17.4       	3.2   	41.5     	111     	458  	1.052852
60                 	19:34:43                	874.8                   	16.4                   	41 	7.3                	298	-113.980647  	46.858448	1291	1291       	438.889 	236.250	3.1           	17.4       	3.2   	41.1     	111     	466  	1.052621
61                 	19:34:44                	874.4                   	16.4                   	41 	7.4                	298	-113.980554  	46.858415	1294	1294       	439.327 	236.185	3.1           	17.3       	3.2   	40.8     	111     	474  	1.052315
62                 	19:34:45                	874.1                   	16.3                   	41 	7.5                	297	-113.980461  	46.858382	1298	1298       	439.874 	236.120	3.1           	17.3       	3.9   	40.5     	111     	483  	1.052009
63                 	19:34:46                	873.7                   	16.3                   	41 	7.5                	297	-113.980368  	46.858349	1302	1302       	440.421 	236.054	3.1           	17.3       	4.0   	40.3     	111     	491  	1.051699
64                 	19:34:47                	873.3                   	16.3                   	41 	7.6                	297	-113.980274  	46.858316	1306	1306       	440.981 	235.986	3.1           	17.2       	4.0   	40.0     	111     	500  	1.051383
65                 	19:34:48                	872.9                   	16.2                   	41 	7.7                	296	-113.980181  	46.858283	1310	1310       	441.540 	235.917	3.0           	17.2       	4.0   	39.8     	112     	509  	1.051060
66                 	19:34:49                	872.5                   	16.2                   	41 	7.7                	296	-113.980088  	46.858250	1314	1314       	442.084 	235.849	3.0           	17.1       	4.0   	39.6     	112     	517  	1.050737
67                 	19:34:50                	872.1                   	16.1                   	41 	7.7                	296	-113.979995  	46.858217	1318	1318       	442.645 	235.782	3.0           	17.1       	4.0   	39.3     	112     	526  	1.050421
68                 	19:34:51                	871.7                   	16.1                   	41 	7.8                	296	-113.979901  	46.858184	1322	1321       	443.206 	235.714	3.0           	17.0       	4.0   	39.1     	112     	535  	1.050098
69                 	19:34:52                	871.3                   	16.0                   	41 	7.8                	297	-113.979808  	46.858151	1325	1325       	443.732 	235.644	3.0           	17.0       	3.9   	38.9     	112     	543  	1.049763
70                 	19:34:53                	870.9                   	16.0                   	42 	7.8                	297	-113.979715  	46.858118	1329	1329       	444.255 	235.571	3.0           	17.0       	3.8   	38.7     	112     	552  	1.049419
71                 	19:34:54                	870.5                   	16.0                   	42 	7.8                	297	-113.979622  	46.858085	1333	1333       	444.776 	235.495	3.0           	16.9       	3.8   	38.5     	112     	561  	1.049064
72                 	19:34:55                	870.1                   	15.9                   	42 	7.9                	297	-113.979528  	46.858052	1337	1337       	445.296 	235.419	3.0           	16.9       	3.8   	38.3     	112     	569  	1.048702
73                 	19:34:56                	869.7                   	15.9                   	42 	8.0                	297	-113.979435  	46.858019	1341	1340       	445.800 	235.342	3.0           	16.9       	3.8   	38.1     	112     	578  	1.048340
74                 	19:34:57                	869.3                   	15.9                   	42 	8.1                	297	-113.979342  	46.857986	1344	1344       	446.323 	235.267	3.0           	16.8       	3.8   	37.9     	112     	586  	1.047986
75                 	19:34:58                	868.9                   	15.8                   	42 	8.1                	297	-113.979249  	46.857953	1348	1348       	446.846 	235.194	3.0           	16.8       	3.8   	37.7     	113     	595  	1.047636
76                 	19:34:59                	868.5                   	15.8                   	42 	8.2                	296	-113.979155  	46.857920	1352	1352       	447.403 	235.123	3.0           	16.8       	3.9   	37.6     	113     	604  	1.047297
77                 	19:35:00                	868.1                   	15.8                   	42 	8.3                	297	-113.979044  	46.857896	1356	1356       	447.946 	235.054	3.0           	16.7       	3.9   	37.3     	113     	613  	1.046963
78                 	19:35:01                	867.7                   	15.7                   	42 	8.3                	296	-113.978932  	46.857872	1360	1360       	448.506 	234.986	2.9           	16.7       	3.9   	37.1     	112     	623  	1.046638
79                 	19:35:02                	867.4                   	15.7                   	42 	8.4                	296	-113.978821  	46.857849	1364	1364       	449.047 	234.914	2.9           	16.6       	3.9   	36.9     	112     	632  	1.046301
80                 	19:35:03                	867.0                   	15.7                   	42 	8.5                	296	-113.978709  	46.857825	1368	1368       	449.597 	234.836	2.9           	16.6       	3.9   	36.7     	112     	642  	1.045937
81                 	19:35:04                	866.6                   	15.6                   	42 	8.5                	296	-113.978598  	46.857801	1372	1372       	450.108 	234.751	2.9           	16.6       	3.8   	36.5     	112     	651  	1.045542
82                 	19:35:05                	866.2                   	15.6                   	42 	8.6                	296	-113.978486  	46.857778	1375	1375       	450.585 	234.663	2.9           	16.6       	3.6   	36.3     	112     	660  	1.045131
83                 	19:35:06                	865.8                   	15.6                   	43 	8.6                	296	-113.978375  	46.857754	1379	1379       	451.063 	234.576	3.0           	16.6       	3.6   	36.1     	112     	670  	1.044725
84                 	19:35:07                	865.4                   	15.6                   	43 	8.7                	295	-113.978263  	46.857730	1383	1382       	451.540 	234.487	3.0           	16.6       	3.6   	35.9     	112     	679  	1.044308
85                 	19:35:08                	865.0                   	15.6                   	43 	8.7                	295	-113.978152  	46.857707	1386	1386       	452.024 	234.407	3.0           	16.5       	3.6   	35.7     	112     	688  	1.043922
86                 	19:35:09                	864.6                   	15.5                   	43 	8.7                	294	-113.978040  	46.857683	1390	1390       	452.534 	234.335	3.0           	16.5       	3.7   	35.6     	112     	697  	1.043574
87                 	19:35:10                	864.2                   	15.5                   	43 	8.7                	293	-113.977929  	46.857659	1394	1394       	453.170 	234.280	3.0           	16.4       	4.4   	35.4     	112     	707  	1.043296
88                 	19:35:11                	863.8                   	15.4                   	43 	8.7                	293	-113.977817  	46.857636	1399	1398       	453.787 	234.207	3.0           	16.4       	4.4   	35.3     	112     	717  	1.042942
89                 	19:35:12                	863.3                   	15.4                   	43 	8.7                	292	-113.977706  	46.857612	1403	1403       	454.393 	234.138	3.0           	16.3       	4.4   	35.2     	112     	727  	1.042605
90                 	19:35:13                	862.9                   	15.3                   	43 	8.7                	291	-113.977594  	46.857589	1407	1407       	454.995 	234.049	3.0           	16.3       	4.4   	35.1     	112     	737  	1.042184
91                 	19:35:14                	862.5                   	15.3                   	43 	8.7                	291	-113.977482  	46.857565	1412	1412       	455.580 	233.959	3.0           	16.3       	4.4   	34.9     	111     	746  	1.041758
92                 	19:35:15                	862.1                   	15.3                   	44 	8.7                	290	-113.977371  	46.857541	1416	1416       	456.140 	233.860	3.0           	16.3       	4.1   	34.8     	111     	756  	1.041297
93                 	19:35:16                	861.7                   	15.3                   	44 	8.7                	290	-113.977259  	46.857518	1420	1419       	456.632 	233.770	3.0           	16.3       	3.7   	34.7     	111     	765  	1.040874
94                 	19:35:17                	861.3                   	15.3                   	44 	8.7                	289	-113.977148  	46.857494	1423	1423       	457.129 	233.687	3.1           	16.3       	3.7   	34.5     	111     	775  	1.040465
95                 	19:35:18                	860.9                   	15.3                   	44 	8.6                	288	-113.977036  	46.857470	1427	1427       	457.645 	233.606	3.1           	16.2       	3.7   	34.4     	111     	784  	1.040065
96                 	19:35:19                	860.5                   	15.2                   	44 	8.6                	288	-113.976925  	46.857447	1431	1431       	458.153 	233.533	3.1           	16.2       	3.7   	34.2     	111     	794  	1.039702
97                 	19:35:20                	860.1                   	15.2                   	44 	8.6                	288	-113.976813  	46.857423	1435	1434       	458.669 	233.453	3.1           	16.2       	3.7   	34.1     	111     	803  	1.039322
98                 	19:35:21                	859.6                   	15.1                   	44 	8.6                	287	-113.976702  	46.857399	1439	1439       	459.236 	233.376	3.1           	16.1       	4.2   	34.0     	111     	813  	1.038967
99                 	19:35:22                	859.1                   	15.1                   	44 	8.7                	287	-113.976590  	46.857376	1444	1443       	459.923 	233.294	3.0           	16.0       	4.9   	33.9     	111     	823  	1.038593
100                	19:35:23                	858.7                   	15.0                   	44 	8.7                	286	-113.976479  	46.857352	1448	1448       	460.605 	233.206	3.0           	16.0       	4.9   	33.9     	111     	833  	1.038202
101                	19:35:24                	858.2                   	15.0                   	44 	8.8                	286	-113.976367  	46.857328	1453	1453       	461.293 	233.125	2.9           	15.9       	4.9   	33.8     	111     	843  	1.037831
102                	19:35:25                	857.7                   	14.9                   	44 	8.8                	286	-113.976256  	46.857305	1458	1458       	461.983 	233.046	2.9           	15.9       	4.9   	33.8     	111     	853  	1.037469
103                	19:35:26                	857.2                   	14.9                   	44 	8.8                	285	-113.976144  	46.857281	1463	1463       	462.662 	232.955	2.8           	15.8       	4.9   	33.7     	111     	863  	1.037053
104                	19:35:27                	856.7                   	14.8                   	44 	8.9                	285	-113.976033  	46.857258	1468	1468       	463.341 	232.849	2.8           	15.8       	5.1   	33.6     	111     	874  	1.036564
105                	19:35:28                	856.2                   	14.8                   	44 	9.0                	285	-113.975921  	46.857234	1473	1473       	464.052 	232.744	2.8           	15.7       	5.2   	33.6     	111     	884  	1.036083
106                	19:35:29                	855.7                   	14.7                   	44 	9.1                	285	-113.975797  	46.857214	1479	1478       	464.776 	232.652	2.8           	15.7       	5.2   	33.5     	111     	895  	1.035656
107                	19:35:30                	855.2                   	14.7                   	44 	9.1                	285	-113.975672  	46.857194	1484	1484       	465.514 	232.573	2.7           	15.6       	5.2   	33.5     	111     	906  	1.035289
108                	19:35:31                	854.6                   	14.6                   	44 	9.2                	285	-113.975546  	46.857174	1489	1489       	466.255 	232.498	2.7           	15.5       	5.2   	33.4     	110     	917  	1.034938
109                	19:35:32                	854.1                   	14.5                   	45 	9.3                	285	-113.975421  	46.857155	1494	1494       	466.973 	232.415	2.6           	15.5       	5.2   	33.3     	110     	928  	1.034552
110                	19:35:33                	853.7                   	14.5                   	45 	9.3                	285	-113.975295  	46.857135	1499	1499       	467.624 	232.313	2.6           	15.4       	4.8   	33.3     	110     	938  	1.034085
111                	19:35:34                	853.2                   	14.5                   	45 	9.4                	286	-113.975169  	46.857115	1504	1503       	468.267 	232.202	2.6           	15.4       	4.8   	33.2     	110     	949  	1.033581
112                	19:35:35                	852.7                   	14.4                   	45 	9.5                	285	-113.975044  	46.857096	1508	1508       	468.898 	232.095	2.6           	15.4       	4.8   	33.1     	110     	960  	1.033094
113                	19:35:36                	852.2                   	14.4                   	45 	9.6                	285	-113.974918  	46.857076	1513	1513       	469.560 	232.003	2.5           	15.3       	4.8   	33.0     	110     	971  	1.032674
114                	19:35:37                	851.7                   	14.3                   	45 	9.7                	285	-113.974793  	46.857056	1518	1518       	470.213 	231.919	2.5           	15.3       	4.8   	32.9     	110     	981  	1.032284
115                	19:35:38                	851.2                   	14.3                   	45 	9.8                	285	-113.974667  	46.857037	1523	1523       	470.980 	231.822	2.5           	15.2       	5.5   	32.9     	110     	993  	1.031836
116                	19:35:39                	850.6                   	14.2                   	45 	9.9                	285	-113.974542  	46.857017	1529	1529       	471.748 	231.726	2.4           	15.1       	5.5   	32.9     	110     	1004 	1.031387
117                	19:35:40                	850.1                   	14.2                   	45 	9.9                	285	-113.974416  	46.856997	1534	1534       	472.532 	231.631	2.4           	15.1       	5.5   	32.8     	110     	1015 	1.030946
118                	19:35:41                	849.5                   	14.1                   	45 	9.9                	285	-113.974291  	46.856978	1540	1540       	473.297 	231.533	2.3           	15.0       	5.5   	32.8     	110     	1026 	1.030493
119                	19:35:42                	849.0                   	14.1                   	45 	10.0               	284	-113.974165  	46.856958	1545	1545       	473.999 	231.418	2.3           	15.0       	5.2   	32.7     	110     	1037 	1.029963
120                	19:35:43                	848.4                   	14.0                   	45 	10.0               	284	-113.974040  	46.856938	1550	1550       	474.697 	231.300	2.3           	15.0       	5.1   	32.7     	109     	1048 	1.029417
121                	19:35:44                	847.9                   	14.0                   	45 	10.0               	284	-113.973914  	46.856919	1555	1555       	475.396 	231.198	2.3           	14.9       	5.1   	32.6     	109     	1059 	1.028942
122                	19:35:45                	847.4                   	13.9                   	45 	10.1               	284	-113.973789  	46.856899	1561	1560       	476.109 	231.111	2.3           	14.8       	5.1   	32.6     	109     	1070 	1.028530
123                	19:35:46                	846.9                   	13.9                   	45 	10.1               	284	-113.973663  	46.856879	1566	1566       	476.833 	231.019	2.3           	14.8       	5.1   	32.5     	109     	1081 	1.028096
124                	19:35:47                	846.4                   	13.8                   	45 	10.0               	283	-113.973538  	46.856860	1571	1571       	477.553 	230.937	2.2           	14.7       	5.1   	32.5     	109     	1092 	1.027708
125                	19:35:48                	845.9                   	13.8                   	45 	10.0               	283	-113.973412  	46.856840	1576	1576       	478.264 	230.848	2.2           	14.7       	5.1   	32.4     	109     	1103 	1.027279
126                	19:35:49                	845.4                   	13.7                   	46 	10.0               	283	-113.973287  	46.856820	1581	1581       	478.946 	230.745	2.2           	14.6       	4.9   	32.4     	109     	1114 	1.026788
127                	19:35:50                	844.9                   	13.7                   	46 	10.0               	283	-113.973161  	46.856800	1586	1585       	479.592 	230.653	2.2           	14.6       	4.7   	32.3     	109     	1125 	1.026344
128                	19:35:51                	844.4                   	13.6                   	46 	10.0               	283	-113.973036  	46.856781	1590	1590       	480.245 	230.568	2.2           	14.6       	4.7   	32.3     	109     	1136 	1.025931
129                	19:35:52                	843.9                   	13.6                   	46 	10.1               	283	-113.972910  	46.856761	1595	1595       	480.916 	230.485	2.2           	14.5       	4.7   	32.2     	109     	1146 	1.025527
130                	19:35:53                	843.5                   	13.5                   	46 	10.1               	283	-113.972785  	46.856741	1600	1600       	481.572 	230.403	2.2           	14.5       	4.7   	32.1     	109     	1157 	1.025128
131                	19:35:54                	843.0                   	13.5                   	46 	10.0               	283	-113.972659  	46.856722	1605	1604       	482.228 	230.321	2.2           	14.4       	4.7   	32.1     	109     	1168 	1.024731
132                	19:35:55                	842.5                   	13.4                   	46 	10.0               	283	-113.972534  	46.856702	1609	1609       	482.882 	230.237	2.2           	14.4       	4.7   	32.0     	109     	1179 	1.024326
133                	19:35:56                	842.0                   	13.4                   	47 	10.0               	284	-113.972408  	46.856682	1614	1614       	483.528 	230.145	2.2           	14.3       	4.7   	32.0     	109     	1190 	1.023886
134                	19:35:57                	841.5                   	13.4                   	47 	10.0               	284	-113.972283  	46.856663	1619	1618       	484.162 	230.057	2.2           	14.3       	4.7   	31.9     	109     	1200 	1.023463
135                	19:35:58                	841.1                   	13.3                   	47 	10.0               	284	-113.972157  	46.856643	1623	1623       	484.815 	229.973	2.2           	14.2       	4.7   	31.8     	108     	1211 	1.023057
136                	19:35:59                	840.6                   	13.2                   	47 	10.0               	284	-113.972032  	46.856623	1628	1628       	485.471 	229.891	2.2           	14.2       	4.7   	31.8     	108     	1222 	1.022660
137                	19:36:00                	840.1                   	13.2                   	47 	9.9                	284	-113.971910  	46.856616	1633	1633       	486.235 	229.822	2.1           	14.1       	5.3   	31.8     	108     	1232 	1.022318
138                	19:36:01                	839.6                   	13.1                   	47 	9.8                	283	-113.971791  	46.856621	1639	1639       	487.023 	229.747	2.1           	14.0       	5.5   	31.8     	108     	1242 	1.021951
139                	19:36:02                	839.0                   	13.1                   	47 	9.8                	283	-113.971672  	46.856625	1644	1644       	487.774 	229.635	2.1           	14.0       	5.5   	31.8     	108     	1252 	1.021422
140                	19:36:03                	838.5                   	13.0                   	47 	9.7                	282	-113.971554  	46.856630	1650	1650       	488.530 	229.527	2.1           	13.9       	5.5   	31.8     	108     	1263 	1.020913
141                	19:36:04                	837.9                   	13.0                   	47 	9.6                	282	-113.971435  	46.856635	1655	1655       	489.305 	229.423	2.1           	13.9       	5.5   	31.8     	108     	1273 	1.020419
142                	19:36:05                	837.3                   	12.9                   	48 	9.5                	281	-113.971316  	46.856639	1661	1661       	490.066 	229.320	2.1           	13.8       	5.5   	31.8     	107     	1283 	1.019936
143                	19:36:06                	836.8                   	12.8                   	48 	9.4                	281	-113.971197  	46.856644	1666	1666       	490.832 	229.223	2.0           	13.7       	5.5   	31.8     	107     	1293 	1.019475
