Flight Information:
Launch Date:            	                       	Wednesday, 27 July 2022	                   	Launch Time: 	             	16:06:03	End of Ascent:	01:55:29
Station name:           	                       	                       	                   	Serialnumber:	             	20027541
Ground Values:
Pressure:               	                       	907.2 hPa              	                   	Temperature: 	             	23.0 °C 	Humidity:     	51 %
Wind direction:         	                       	270 °                  	                   	Wind speed:  	             	1 m/s   	Cloud group:  	9////
Position:
Longitude:              	                       	-113.985 °             	                   	Latitude:    	             	46.860 °	Altitude:     	980 m
Staff:
Company:                	                       	
Operator:               	                       	                       	                   	
Events:
Highest Point:          	                       	7.0 hPa                	                   	34104 m
Tropopauses:            	                       	1.: 177.1 hPa          	                   	             	             	
Max Winds:              	                       	                       	                   	             	             	
Remarks:

Profile Data:
Time                    	UTC Time               	P                      	T                  	             	Hu           	Ws      	Wd            	Geopot  	Dewp.
[sec]                   	[HH:mm:ss]             	[hPa]                  	[°C]               	             	[%]          	[m/s]   	[°]           	[m]     	[°C]
0                       	16:06:03               	907.2                  	23.0               	             	51           	0.8     	270           	980     	12.3
2                       	16:06:05               	906.1                  	22.1               	             	45           	0.8     	315           	994     	9.7
4                       	16:06:07               	905.0                  	21.9               	             	45           	0.8     	315           	1003    	9.6
6                       	16:06:09               	903.9                  	21.9               	             	46           	0.8     	318           	1012    	9.7
8                       	16:06:11               	902.7                  	21.8               	             	47           	0.6     	055           	1022    	9.9
10                      	16:06:13               	901.6                  	21.7               	             	48           	0.6     	055           	1034    	10.2
12                      	16:06:15               	900.4                  	21.6               	             	49           	0.6     	055           	1045    	10.3
14                      	16:06:17               	899.2                  	21.5               	             	49           	0.6     	055           	1057    	10.4
16                      	16:06:19               	898.0                  	21.4               	             	50           	0.6     	055           	1069    	10.5
18                      	16:06:21               	896.8                  	21.2               	             	51           	0.6     	055           	1081    	10.6
20                      	16:06:23               	895.6                  	21.0               	             	51           	0.3     	051           	1092    	10.6
22                      	16:06:25               	894.4                  	21.0               	             	52           	0.2     	034           	1103    	10.7
24                      	16:06:27               	893.2                  	20.8               	             	52           	0.1     	360           	1115    	10.7
26                      	16:06:29               	892.0                  	20.7               	             	52           	0.1     	333           	1127    	10.7
28                      	16:06:31               	890.8                  	20.7               	             	53           	0.1     	315           	1138    	10.7
30                      	16:06:33               	889.6                  	20.6               	             	53           	0.3     	270           	1150    	10.7
32                      	16:06:35               	888.7                  	20.5               	             	53           	0.5     	252           	1159    	10.7
34                      	16:06:37               	887.7                  	20.4               	             	54           	0.8     	243           	1169    	10.7
36                      	16:06:39               	886.8                  	20.3               	             	54           	0.9     	243           	1178    	10.7
38                      	16:06:41               	886.0                  	20.3               	             	54           	1.1     	241           	1185    	10.7
40                      	16:06:43               	885.2                  	20.2               	             	54           	1.1     	242           	1193    	10.7
42                      	16:06:45               	884.4                  	20.2               	             	54           	1.1     	240           	1201    	10.6
44                      	16:06:47               	883.6                  	20.1               	             	54           	1.2     	241           	1208    	10.6
46                      	16:06:49               	882.8                  	20.1               	             	54           	1.0     	242           	1216    	10.6
48                      	16:06:51               	882.1                  	20.1               	             	55           	1.0     	242           	1223    	10.6
50                      	16:06:53               	881.3                  	20.0               	             	55           	1.0     	240           	1231    	10.6
52                      	16:06:55               	880.5                  	19.9               	             	55           	1.0     	242           	1239    	10.6
54                      	16:06:57               	879.7                  	19.8               	             	55           	0.9     	242           	1247    	10.5
56                      	16:06:59               	878.9                  	19.7               	             	55           	0.8     	243           	1254    	10.4
58                      	16:07:01               	878.0                  	19.6               	             	55           	0.7     	243           	1262    	10.4
60                      	16:07:03               	877.2                  	19.6               	             	55           	0.6     	239           	1271    	10.3
62                      	16:07:05               	876.3                  	19.6               	             	55           	0.5     	233           	1279    	10.2
64                      	16:07:07               	875.4                  	19.6               	             	54           	0.4     	220           	1288    	10.1
66                      	16:07:09               	874.5                  	19.6               	             	54           	0.5     	212           	1298    	10.0
68                      	16:07:11               	873.5                  	19.6               	             	53           	0.5     	209           	1307    	9.9
70                      	16:07:13               	872.6                  	19.7               	             	53           	0.6     	202           	1317    	9.9
72                      	16:07:15               	871.6                  	19.7               	             	53           	0.4     	214           	1326    	9.9
74                      	16:07:17               	870.8                  	19.7               	             	53           	0.3     	259           	1336    	9.8
76                      	16:07:19               	870.0                  	19.7               	             	53           	0.3     	309           	1343    	9.8
78                      	16:07:21               	869.2                  	19.8               	             	53           	0.6     	329           	1350    	9.8
80                      	16:07:23               	868.3                  	19.8               	             	52           	0.9     	339           	1358    	9.8
82                      	16:07:25               	867.5                  	19.9               	             	52           	1.2     	342           	1367    	9.8
84                      	16:07:27               	866.7                  	19.8               	             	52           	1.4     	346           	1375    	9.8
86                      	16:07:29               	865.8                  	19.8               	             	52           	1.6     	347           	1384    	9.7
88                      	16:07:31               	864.9                  	19.8               	             	52           	1.8     	350           	1393    	9.7
90                      	16:07:33               	864.0                  	19.9               	             	52           	2.0     	351           	1402    	9.7
92                      	16:07:35               	863.2                  	19.9               	             	52           	1.9     	354           	1410    	9.7
94                      	16:07:37               	862.5                  	20.0               	             	52           	1.7     	355           	1417    	9.8
96                      	16:07:39               	861.7                  	20.0               	             	52           	1.5     	356           	1424    	9.8
98                      	16:07:41               	860.8                  	20.0               	             	52           	1.3     	353           	1433    	9.7
100                     	16:07:43               	859.9                  	20.0               	             	52           	1.0     	351           	1443    	9.8
102                     	16:07:45               	859.0                  	20.0               	             	52           	0.7     	343           	1452    	9.8
104                     	16:07:47               	858.1                  	19.9               	             	52           	0.5     	323           	1461    	9.8
106                     	16:07:49               	857.2                  	19.9               	             	52           	0.5     	302           	1470    	9.8
108                     	16:07:51               	856.3                  	19.8               	             	52           	0.5     	276           	1479    	9.8
110                     	16:07:53               	855.3                  	19.7               	             	52           	0.6     	260           	1489    	9.6
112                     	16:07:55               	854.3                  	19.6               	             	52           	0.6     	239           	1500    	9.5
114                     	16:07:57               	853.4                  	19.6               	             	52           	0.8     	222           	1509    	9.5
116                     	16:07:59               	852.6                  	19.5               	             	52           	0.9     	211           	1516    	9.5
118                     	16:08:01               	851.7                  	19.5               	             	53           	0.9     	204           	1524    	9.6
120                     	16:08:03               	850.9                  	19.6               	             	53           	0.9     	193           	1533    	9.7
122                     	16:08:05               	850.0                  	19.6               	             	53           	0.9     	186           	1542    	9.8
124                     	16:08:07               	849.1                  	19.6               	             	53           	1.0     	172           	1551    	9.9
126                     	16:08:09               	848.2                  	19.6               	             	54           	1.2     	157           	1561    	10.0
128                     	16:08:11               	847.3                  	19.6               	             	54           	1.4     	149           	1570    	10.1
130                     	16:08:13               	846.4                  	19.6               	             	54           	1.5     	143           	1580    	10.2
132                     	16:08:15               	845.4                  	19.6               	             	54           	1.6     	139           	1589    	10.2
134                     	16:08:17               	844.6                  	19.6               	             	54           	1.8     	136           	1598    	10.1
136                     	16:08:19               	843.8                  	19.5               	             	54           	1.9     	137           	1606    	10.0
138                     	16:08:21               	843.0                  	19.5               	             	54           	1.9     	143           	1614    	10.0
140                     	16:08:23               	842.2                  	19.5               	             	54           	2.1     	148           	1622    	10.0
142                     	16:08:25               	841.5                  	19.6               	             	54           	2.1     	153           	1629    	10.0
144                     	16:08:27               	840.7                  	19.7               	             	54           	2.2     	159           	1637    	10.0
146                     	16:08:29               	839.9                  	19.8               	             	53           	2.3     	167           	1645    	10.0
148                     	16:08:31               	839.0                  	19.7               	             	53           	2.4     	174           	1654    	10.0
150                     	16:08:33               	838.2                  	19.7               	             	53           	2.4     	182           	1663    	9.9
152                     	16:08:35               	837.3                  	19.6               	             	53           	2.5     	191           	1673    	9.8
154                     	16:08:37               	836.4                  	19.6               	             	53           	2.7     	198           	1682    	9.7
156                     	16:08:39               	835.5                  	19.6               	             	53           	2.7     	203           	1690    	9.6
158                     	16:08:41               	834.8                  	19.5               	             	52           	2.6     	207           	1699    	9.6
160                     	16:08:43               	834.1                  	19.6               	             	52           	2.6     	210           	1706    	9.5
162                     	16:08:45               	833.3                  	19.6               	             	52           	2.6     	213           	1713    	9.5
164                     	16:08:47               	832.6                  	19.6               	             	52           	2.5     	216           	1721    	9.4
166                     	16:08:49               	831.8                  	19.6               	             	52           	2.5     	219           	1729    	9.4
168                     	16:08:51               	831.1                  	19.6               	             	51           	2.6     	222           	1736    	9.3
170                     	16:08:53               	830.3                  	19.6               	             	51           	2.5     	221           	1744    	9.2
172                     	16:08:55               	829.5                  	19.6               	             	50           	2.5     	221           	1753    	9.0
174                     	16:08:57               	828.7                  	19.5               	             	50           	2.5     	221           	1762    	8.9
176                     	16:08:59               	827.6                  	19.4               	             	50           	2.6     	220           	1771    	8.7
178                     	16:09:01               	826.6                  	19.3               	             	50           	2.6     	220           	1783    	8.6
180                     	16:09:03               	825.5                  	19.2               	             	50           	2.6     	220           	1794    	8.5
182                     	16:09:05               	824.7                  	19.2               	             	50           	2.6     	219           	1803    	8.4
184                     	16:09:07               	823.9                  	19.1               	             	50           	2.6     	219           	1811    	8.4
186                     	16:09:09               	823.1                  	19.1               	             	50           	2.7     	220           	1819    	8.4
188                     	16:09:11               	822.3                  	19.1               	             	50           	2.5     	222           	1828    	8.3
190                     	16:09:13               	821.5                  	19.0               	             	50           	2.4     	224           	1836    	8.3
192                     	16:09:15               	820.7                  	19.1               	             	49           	2.3     	227           	1844    	8.2
194                     	16:09:17               	819.8                  	19.1               	             	49           	2.1     	230           	1854    	8.2
196                     	16:09:19               	818.9                  	19.2               	             	49           	1.9     	234           	1863    	8.1
198                     	16:09:21               	818.0                  	19.2               	             	48           	1.8     	239           	1872    	8.1
200                     	16:09:23               	817.3                  	19.2               	             	48           	1.7     	245           	1880    	7.9
202                     	16:09:25               	816.6                  	19.2               	             	48           	1.7     	254           	1887    	7.8
204                     	16:09:27               	815.9                  	19.2               	             	47           	1.7     	261           	1895    	7.7
206                     	16:09:29               	815.1                  	19.1               	             	47           	1.7     	270           	1903    	7.6
208                     	16:09:31               	814.4                  	19.1               	             	47           	1.8     	272           	1911    	7.4
210                     	16:09:33               	813.6                  	19.0               	             	46           	1.9     	273           	1920    	7.3
212                     	16:09:35               	812.8                  	18.9               	             	46           	2.0     	275           	1928    	7.1
214                     	16:09:37               	812.0                  	18.9               	             	46           	2.2     	277           	1936    	7.0
216                     	16:09:39               	811.2                  	18.8               	             	46           	2.4     	279           	1945    	6.9
218                     	16:09:41               	810.3                  	18.8               	             	45           	2.7     	280           	1954    	6.7
220                     	16:09:43               	809.4                  	18.7               	             	45           	2.9     	281           	1963    	6.5
222                     	16:09:45               	808.5                  	18.7               	             	45           	3.1     	282           	1973    	6.5
224                     	16:09:47               	807.6                  	18.6               	             	45           	3.3     	283           	1983    	6.4
226                     	16:09:49               	806.7                  	18.5               	             	45           	3.4     	284           	1993    	6.4
228                     	16:09:51               	805.8                  	18.5               	             	45           	3.5     	286           	2002    	6.3
230                     	16:09:53               	805.1                  	18.4               	             	45           	3.7     	287           	2011    	6.3
232                     	16:09:55               	804.3                  	18.4               	             	45           	3.8     	288           	2019    	6.3
234                     	16:09:57               	803.6                  	18.3               	             	45           	3.8     	290           	2025    	6.3
236                     	16:09:59               	803.0                  	18.3               	             	45           	3.8     	291           	2032    	6.3
238                     	16:10:01               	802.4                  	18.3               	             	45           	3.8     	292           	2038    	6.3
240                     	16:10:03               	801.8                  	18.2               	             	46           	3.8     	291           	2045    	6.3
242                     	16:10:05               	801.1                  	18.2               	             	46           	3.8     	291           	2052    	6.3
244                     	16:10:07               	800.4                  	18.1               	             	46           	3.9     	291           	2059    	6.2
246                     	16:10:09               	799.7                  	18.0               	             	46           	3.9     	290           	2067    	6.2
248                     	16:10:11               	798.9                  	18.0               	             	46           	4.0     	289           	2075    	6.2
250                     	16:10:13               	798.1                  	17.9               	             	46           	4.0     	288           	2084    	6.1
252                     	16:10:15               	797.3                  	17.8               	             	46           	4.0     	286           	2093    	6.1
254                     	16:10:17               	796.4                  	17.7               	             	46           	4.1     	284           	2103    	6.0
256                     	16:10:19               	795.5                  	17.6               	             	46           	4.1     	281           	2112    	6.0
258                     	16:10:21               	794.6                  	17.5               	             	47           	4.2     	278           	2122    	6.0
260                     	16:10:23               	793.9                  	17.5               	             	47           	4.2     	276           	2131    	6.0
262                     	16:10:25               	793.2                  	17.5               	             	47           	4.3     	274           	2138    	6.0
264                     	16:10:27               	792.5                  	17.4               	             	47           	4.3     	272           	2145    	6.0
266                     	16:10:29               	791.8                  	17.4               	             	47           	4.3     	272           	2152    	6.0
268                     	16:10:31               	791.1                  	17.3               	             	47           	4.4     	272           	2159    	6.0
270                     	16:10:33               	790.5                  	17.2               	             	47           	4.4     	272           	2166    	5.9
272                     	16:10:35               	789.7                  	17.1               	             	47           	4.4     	273           	2174    	5.9
274                     	16:10:37               	789.0                  	17.1               	             	48           	4.4     	274           	2182    	5.9
276                     	16:10:39               	788.2                  	17.0               	             	48           	4.4     	276           	2190    	5.9
278                     	16:10:41               	787.4                  	16.9               	             	48           	4.4     	278           	2199    	5.9
280                     	16:10:43               	786.6                  	16.8               	             	48           	4.4     	280           	2208    	5.9
282                     	16:10:45               	785.7                  	16.7               	             	49           	4.3     	283           	2217    	5.9
284                     	16:10:47               	784.8                  	16.6               	             	49           	4.3     	285           	2228    	5.9
286                     	16:10:49               	783.8                  	16.5               	             	50           	4.2     	286           	2239    	6.0
288                     	16:10:51               	782.9                  	16.4               	             	50           	4.1     	288           	2249    	6.1
290                     	16:10:53               	782.0                  	16.3               	             	51           	4.0     	289           	2258    	6.1
292                     	16:10:55               	781.2                  	16.2               	             	51           	4.0     	289           	2267    	6.2
294                     	16:10:57               	780.3                  	16.2               	             	52           	4.0     	289           	2276    	6.3
296                     	16:10:59               	779.6                  	16.1               	             	52           	4.1     	289           	2285    	6.3
298                     	16:11:01               	778.8                  	16.0               	             	53           	4.1     	289           	2293    	6.3
300                     	16:11:03               	778.1                  	16.0               	             	53           	4.2     	288           	2301    	6.3
302                     	16:11:05               	777.3                  	15.9               	             	53           	4.4     	287           	2309    	6.3
304                     	16:11:07               	776.5                  	15.8               	             	53           	4.4     	287           	2318    	6.2
306                     	16:11:09               	775.7                  	15.7               	             	53           	4.3     	288           	2327    	6.2
308                     	16:11:11               	774.7                  	15.6               	             	53           	4.2     	289           	2337    	6.1
310                     	16:11:13               	773.8                  	15.5               	             	53           	4.1     	291           	2346    	6.0
312                     	16:11:15               	772.9                  	15.4               	             	53           	3.9     	292           	2358    	5.9
314                     	16:11:17               	771.9                  	15.3               	             	53           	3.8     	294           	2370    	5.9
316                     	16:11:19               	770.9                  	15.2               	             	54           	3.6     	297           	2381    	5.8
318                     	16:11:21               	770.0                  	15.1               	             	54           	3.5     	299           	2390    	5.8
320                     	16:11:23               	769.3                  	15.1               	             	54           	3.4     	303           	2399    	5.8
322                     	16:11:25               	768.6                  	15.0               	             	54           	3.2     	306           	2406    	5.8
324                     	16:11:27               	767.9                  	15.0               	             	54           	3.2     	308           	2412    	5.8
326                     	16:11:29               	767.3                  	14.9               	             	54           	3.2     	307           	2419    	5.8
328                     	16:11:31               	766.7                  	14.9               	             	54           	3.2     	307           	2426    	5.7
330                     	16:11:33               	766.0                  	14.8               	             	54           	3.3     	306           	2433    	5.7
332                     	16:11:35               	765.4                  	14.7               	             	54           	3.3     	304           	2440    	5.6
334                     	16:11:37               	764.8                  	14.7               	             	54           	3.4     	302           	2447    	5.6
336                     	16:11:39               	764.1                  	14.6               	             	54           	3.5     	300           	2454    	5.5
338                     	16:11:41               	763.5                  	14.5               	             	54           	3.5     	298           	2461    	5.5
340                     	16:11:43               	762.9                  	14.5               	             	54           	3.6     	296           	2468    	5.4
342                     	16:11:45               	762.3                  	14.4               	             	54           	3.6     	293           	2475    	5.3
344                     	16:11:47               	761.7                  	14.4               	             	54           	3.7     	292           	2481    	5.3
346                     	16:11:49               	761.1                  	14.3               	             	54           	3.8     	290           	2488    	5.3
348                     	16:11:51               	760.5                  	14.3               	             	54           	3.9     	288           	2495    	5.2
350                     	16:11:53               	759.9                  	14.2               	             	54           	3.9     	288           	2502    	5.1
352                     	16:11:55               	759.2                  	14.1               	             	54           	3.9     	288           	2509    	5.1
354                     	16:11:57               	758.5                  	14.1               	             	54           	3.9     	288           	2516    	5.0
356                     	16:11:59               	757.8                  	14.0               	             	54           	4.0     	289           	2525    	4.9
358                     	16:12:01               	757.0                  	13.9               	             	54           	4.1     	290           	2534    	4.9
360                     	16:12:03               	756.2                  	13.8               	             	55           	4.3     	291           	2543    	4.8
362                     	16:12:05               	755.2                  	13.7               	             	55           	4.3     	292           	2553    	4.9
364                     	16:12:07               	754.3                  	13.5               	             	56           	4.4     	294           	2564    	4.9
366                     	16:12:09               	753.4                  	13.4               	             	56           	4.5     	295           	2574    	4.9
368                     	16:12:11               	752.7                  	13.4               	             	57           	4.6     	296           	2582    	5.0
370                     	16:12:13               	752.0                  	13.3               	             	58           	4.7     	295           	2589    	5.1
372                     	16:12:15               	751.3                  	13.2               	             	58           	4.7     	296           	2597    	5.2
374                     	16:12:17               	750.6                  	13.2               	             	59           	4.8     	296           	2605    	5.2
376                     	16:12:19               	749.9                  	13.1               	             	59           	4.8     	295           	2612    	5.2
378                     	16:12:21               	749.2                  	13.0               	             	59           	4.8     	294           	2620    	5.2
380                     	16:12:23               	748.5                  	13.0               	             	59           	4.7     	293           	2628    	5.1
382                     	16:12:25               	747.8                  	12.9               	             	59           	4.7     	291           	2636    	5.1
384                     	16:12:27               	747.1                  	12.8               	             	59           	4.6     	290           	2644    	5.0
386                     	16:12:29               	746.4                  	12.7               	             	59           	4.5     	288           	2652    	5.0
388                     	16:12:31               	745.8                  	12.7               	             	59           	4.5     	287           	2659    	4.9
390                     	16:12:33               	745.1                  	12.6               	             	59           	4.4     	286           	2667    	4.8
392                     	16:12:35               	744.3                  	12.5               	             	59           	4.4     	286           	2675    	4.7
394                     	16:12:37               	743.6                  	12.4               	             	59           	4.4     	286           	2684    	4.6
396                     	16:12:39               	742.8                  	12.3               	             	59           	4.5     	285           	2693    	4.5
398                     	16:12:41               	741.9                  	12.2               	             	58           	4.5     	285           	2702    	4.4
400                     	16:12:43               	741.0                  	12.1               	             	58           	4.6     	284           	2712    	4.2
402                     	16:12:45               	740.1                  	12.0               	             	59           	4.7     	285           	2723    	4.2
404                     	16:12:47               	739.3                  	12.0               	             	59           	4.8     	284           	2734    	4.1
406                     	16:12:49               	738.6                  	11.9               	             	59           	4.8     	285           	2743    	4.1
408                     	16:12:51               	737.8                  	11.9               	             	59           	4.9     	285           	2750    	4.1
410                     	16:12:53               	737.2                  	11.8               	             	59           	5.0     	284           	2757    	4.1
412                     	16:12:55               	736.6                  	11.8               	             	59           	5.1     	283           	2763    	4.1
414                     	16:12:57               	736.0                  	11.7               	             	59           	5.0     	282           	2770    	4.1
416                     	16:12:59               	735.5                  	11.7               	             	59           	5.0     	281           	2776    	4.0
418                     	16:13:01               	734.9                  	11.6               	             	59           	5.0     	280           	2783    	3.9
420                     	16:13:03               	734.3                  	11.6               	             	59           	4.9     	280           	2789    	3.8
422                     	16:13:05               	733.7                  	11.6               	             	59           	4.7     	280           	2796    	3.7
424                     	16:13:07               	733.2                  	11.5               	             	58           	4.5     	279           	2802    	3.6
426                     	16:13:09               	732.6                  	11.5               	             	58           	4.4     	280           	2809    	3.5
428                     	16:13:11               	732.0                  	11.4               	             	58           	4.2     	281           	2816    	3.5
430                     	16:13:13               	731.3                  	11.3               	             	58           	4.1     	282           	2823    	3.4
432                     	16:13:15               	730.7                  	11.3               	             	58           	4.0     	283           	2830    	3.3
434                     	16:13:17               	730.0                  	11.2               	             	58           	3.8     	284           	2838    	3.3
436                     	16:13:19               	729.3                  	11.1               	             	58           	3.6     	285           	2846    	3.2
438                     	16:13:21               	728.6                  	11.0               	             	58           	3.4     	287           	2855    	3.1
440                     	16:13:23               	727.8                  	11.0               	             	58           	3.2     	288           	2864    	3.0
442                     	16:13:25               	727.0                  	10.9               	             	57           	3.2     	287           	2872    	2.9
444                     	16:13:27               	726.2                  	10.8               	             	57           	3.1     	287           	2882    	2.7
446                     	16:13:29               	725.4                  	10.8               	             	57           	3.1     	286           	2891    	2.5
448                     	16:13:31               	724.5                  	10.7               	             	56           	3.0     	284           	2901    	2.3
450                     	16:13:33               	723.7                  	10.6               	             	56           	3.0     	282           	2911    	2.2
452                     	16:13:35               	722.8                  	10.5               	             	56           	2.9     	279           	2922    	2.0
454                     	16:13:37               	721.9                  	10.5               	             	55           	3.0     	278           	2933    	1.9
456                     	16:13:39               	721.0                  	10.4               	             	55           	2.9     	276           	2941    	1.8
458                     	16:13:41               	720.5                  	10.4               	             	55           	3.0     	274           	2948    	1.8
460                     	16:13:43               	719.9                  	10.4               	             	55           	3.0     	272           	2954    	1.8
462                     	16:13:45               	719.4                  	10.3               	             	55           	3.1     	270           	2961    	1.7
464                     	16:13:47               	718.7                  	10.3               	             	55           	3.1     	268           	2968    	1.6
466                     	16:13:49               	718.0                  	10.2               	             	55           	3.2     	266           	2975    	1.5
468                     	16:13:51               	717.4                  	10.2               	             	55           	3.2     	266           	2984    	1.4
470                     	16:13:53               	716.6                  	10.1               	             	54           	3.2     	266           	2993    	1.3
472                     	16:13:55               	715.8                  	10.0               	             	54           	3.2     	266           	3002    	1.1
474                     	16:13:57               	715.0                  	10.0               	             	53           	3.2     	267           	3011    	1.0
476                     	16:13:59               	714.2                  	9.9                	             	53           	3.1     	269           	3021    	0.8
478                     	16:14:01               	713.4                  	9.9                	             	52           	3.1     	270           	3030    	0.6
480                     	16:14:03               	712.6                  	9.9                	             	52           	3.0     	271           	3039    	0.4
482                     	16:14:05               	711.9                  	9.9                	             	51           	3.0     	273           	3048    	0.2
484                     	16:14:07               	711.2                  	9.8                	             	50           	3.0     	275           	3056    	0.0
486                     	16:14:09               	710.5                  	9.8                	             	49           	3.1     	280           	3063    	-0.3
488                     	16:14:11               	709.8                  	9.8                	             	48           	3.4     	285           	3071    	-0.7
490                     	16:14:13               	709.1                  	9.8                	             	46           	3.5     	290           	3080    	-1.1
492                     	16:14:15               	708.3                  	9.9                	             	45           	3.8     	292           	3089    	-1.6
494                     	16:14:17               	707.5                  	9.9                	             	42           	4.1     	295           	3098    	-2.2
496                     	16:14:19               	706.7                  	10.0               	             	40           	4.3     	296           	3108    	-2.9
498                     	16:14:21               	705.9                  	10.1               	             	38           	4.6     	299           	3118    	-3.6
500                     	16:14:23               	705.0                  	10.2               	             	36           	4.8     	301           	3129    	-4.3
502                     	16:14:25               	704.1                  	10.3               	             	33           	5.1     	303           	3139    	-5.1
504                     	16:14:27               	703.2                  	10.4               	             	31           	5.3     	304           	3149    	-5.8
506                     	16:14:29               	702.6                  	10.5               	             	30           	5.3     	305           	3158    	-6.4
508                     	16:14:31               	701.9                  	10.5               	             	28           	5.3     	305           	3166    	-7.0
510                     	16:14:33               	701.2                  	10.6               	             	27           	5.2     	306           	3173    	-7.4
512                     	16:14:35               	700.6                  	10.6               	             	26           	5.2     	307           	3181    	-7.8
514                     	16:14:37               	700.0                  	10.6               	             	26           	5.1     	309           	3188    	-8.2
516                     	16:14:39               	699.3                  	10.5               	             	25           	5.0     	310           	3196    	-8.5
518                     	16:14:41               	698.6                  	10.4               	             	25           	5.0     	311           	3204    	-8.7
520                     	16:14:43               	697.8                  	10.4               	             	25           	5.0     	312           	3213    	-8.9
522                     	16:14:45               	697.1                  	10.4               	             	24           	5.0     	313           	3222    	-9.1
524                     	16:14:47               	696.5                  	10.4               	             	24           	5.0     	315           	3230    	-9.2
526                     	16:14:49               	695.9                  	10.4               	             	24           	5.0     	318           	3237    	-9.3
528                     	16:14:51               	695.3                  	10.4               	             	24           	5.1     	320           	3244    	-9.4
530                     	16:14:53               	694.7                  	10.4               	             	23           	5.2     	322           	3251    	-9.5
532                     	16:14:55               	694.0                  	10.4               	             	23           	5.3     	323           	3259    	-9.6
534                     	16:14:57               	693.4                  	10.3               	             	23           	5.4     	325           	3266    	-9.7
536                     	16:14:59               	692.8                  	10.3               	             	23           	5.5     	326           	3273    	-9.8
538                     	16:15:01               	692.3                  	10.2               	             	23           	5.6     	327           	3280    	-9.9
540                     	16:15:03               	691.7                  	10.2               	             	23           	5.7     	327           	3287    	-9.9
542                     	16:15:05               	691.0                  	10.1               	             	23           	5.9     	329           	3295    	-10.0
544                     	16:15:07               	690.3                  	10.0               	             	23           	5.9     	329           	3303    	-10.1
546                     	16:15:09               	689.6                  	10.0               	             	23           	5.9     	328           	3312    	-10.2
548                     	16:15:11               	688.9                  	9.9                	             	23           	5.9     	327           	3321    	-10.3
550                     	16:15:13               	688.1                  	9.8                	             	23           	5.9     	328           	3330    	-10.4
552                     	16:15:15               	687.3                  	9.8                	             	23           	5.8     	328           	3339    	-10.5
554                     	16:15:17               	686.5                  	9.7                	             	23           	5.8     	329           	3349    	-10.6
556                     	16:15:19               	685.8                  	9.6                	             	23           	5.7     	330           	3358    	-10.7
558                     	16:15:21               	685.0                  	9.5                	             	22           	5.6     	331           	3368    	-10.8
560                     	16:15:23               	684.2                  	9.5                	             	22           	5.5     	332           	3378    	-10.9
